Container is store 1000 plants:
0: Bush: month = Month.APRIL, name = LWgaPSeBNgjkj, GetQuotient = 0.15384615384615385
652: Bush: month = Month.JULY, name = CGfiRazvbJkpXbz, GetQuotient = 0.13333333333333333
653: Bush: month = Month.SEPTEMBER, name = kDue, GetQuotient = 0.5
654: Bush: month = Month.JUNE, name = yutudvOoqmDbBnaRhUU, GetQuotient = 0.21052631578947367
655: Bush: month = Month.NOVEMBER, name = jQwWwIEneCcbdoYGG, GetQuotient = 0.11764705882352941
656: Tree: age = 64502, name = Drnd, GetQuotient = 0.0
657: Tree: age = 29380, name = mnzuyhCgobVLnuGmmxdR, GetQuotient = 0.15
658: Bush: month = Month.JUNE, name = KeR, GetQuotient = 0.3333333333333333
659: Flower: name = YoOcOcKkpWZyOsIkndt, Type = Type.HOUSE, GetQuotient = 0.05263157894736842
660: Bush: month = Month.AUGUST, name = tYJcYZPygrUbQyrRhMdM, GetQuotient = 0.0
661: Bush: month = Month.JULY, name = hYYvFFSwP, GetQuotient = 0.0
662: Tree: age = 7628, name = tGMyOFB, GetQuotient = 0.0
663: Bush: month = Month.SEPTEMBER, name = xNlMrTWwCxU, GetQuotient = 0.0
664: Tree: age = 92800, name = gpAAJtSnnKBwkIP, GetQuotient = 0.0
665: Bush: month = Month.FEBRUARY, name = KyUwRDPjVFscsUxBZu, GetQuotient = 0.05555555555555555
666: Bush: month = Month.SEPTEMBER, name = nMkpY, GetQuotient = 0.0
667: Bush: month = Month.NOVEMBER, name = QITVVOJypLkrtRnoc, GetQuotient = 0.058823529411764705
668: Tree: age = 98184, name = YCqE, GetQuotient = 0.0
669: Flower: name = D, Type = Type.WILD, GetQuotient = 0.0
670: Tree: age = 51535, name = xjUGURAOuKfPFTvyvc, GetQuotient = 0.05555555555555555
671: Flower: name = s, Type = Type.GARDEN, GetQuotient = 0.0
672: Flower: name = kkXyAoAWSNGJpcByqspT, Type = Type.HOUSE, GetQuotient = 0.05
673: Flower: name = QLQxnXPkNHrn, Type = Type.GARDEN, GetQuotient = 0.0
674: Flower: name = AoIzsIBsXJaxsNickRs, Type = Type.HOUSE, GetQuotient = 0.15789473684210525
675: Flower: name = kGSc, Type = Type.HOUSE, GetQuotient = 0.0
676: Flower: name = la, Type = Type.WILD, GetQuotient = 0.5
677: Flower: name = VypeNqxnRAZiWcB, Type = Type.GARDEN, GetQuotient = 0.13333333333333333
678: Bush: month = Month.OCTOBER, name = BDKPzLL, GetQuotient = 0.0
679: Bush: month = Month.JUNE, name = Hn, GetQuotient = 0.0
680: Tree: age = 1696, name = svhywvGbQqMBf, GetQuotient = 0.0
681: Flower: name = BUzAweRDBHxKEgURpIZ, Type = Type.GARDEN, GetQuotient = 0.05263157894736842
682: Bush: month = Month.NOVEMBER, name = VNCJOjnvq, GetQuotient = 0.0
683: Flower: name = GrJqlHKbAlTMICELpms, Type = Type.HOUSE, GetQuotient = 0.0
684: Flower: name = SGpzAdZwJ, Type = Type.GARDEN, GetQuotient = 0.0
685: Bush: month = Month.JUNE, name = RwTeknnFpMnWEhAyEcGk, GetQuotient = 0.05
686: Tree: age = 60554, name = jcKlILuDpR, GetQuotient = 0.1
687: Flower: name = CAvuWz, Type = Type.WILD, GetQuotient = 0.16666666666666666
688: Bush: month = Month.JULY, name = lryrzUDSYVGBDCZLM, GetQuotient = 0.0
689: Tree: age = 87280, name = wNEwkMizmqtuoVDOl, GetQuotient = 0.17647058823529413
690: Tree: age = 44491, name = i, GetQuotient = 1.0
691: Bush: month = Month.MAY, name = jlb, GetQuotient = 0.0
692: Bush: month = Month.MARCH, name = pkuKVN, GetQuotient = 0.16666666666666666
693: Bush: month = Month.OCTOBER, name = yIVuygaSeGg, GetQuotient = 0.2727272727272727
694: Tree: age = 5232, name = rNezacJKYqpSfZWBoC, GetQuotient = 0.16666666666666666
695: Tree: age = 82852, name = bPv, GetQuotient = 0.0
696: Flower: name = tnnfKMuPzUav, Type = Type.HOUSE, GetQuotient = 0.16666666666666666
697: Bush: month = Month.JANUARY, name = ssSvrGFNzUplzcBTtuOa, GetQuotient = 0.1
698: Flower: name = Z, Type = Type.GARDEN, GetQuotient = 0.0
699: Tree: age = 79591, name = lnKrgrWkrgghBVR, GetQuotient = 0.0
700: Tree: age = 91621, name = OKWMfyiXR, GetQuotient = 0.1111111111111111
701: Tree: age = 96783, name = Eh, GetQuotient = 0.0
702: Tree: age = 80540, name = lHGNkNf, GetQuotient = 0.0
703: Tree: age = 9641, name = AnplokocvfTeSaGIfUFw, GetQuotient = 0.2
704: Bush: month = Month.JULY, name = NdiYWWOUTlfVmHlv, GetQuotient = 0.0625
705: Flower: name = HOmjeEzOXxgzliFIuQyn, Type = Type.HOUSE, GetQuotient = 0.15
706: Tree: age = 42189, name = XvaXMVDdRzqHGaH, GetQuotient = 0.13333333333333333
707: Tree: age = 35367, name = aBZlwIoLAxxqERoP, GetQuotient = 0.1875
708: Bush: month = Month.MARCH, name = NovwQtjjvFRDbgkYh, GetQuotient = 0.058823529411764705
709: Tree: age = 27677, name = aDwHYidDDLXLeZ, GetQuotient = 0.21428571428571427
710: Tree: age = 55493, name = rTLSUDYSsubuZCBFc, GetQuotient = 0.11764705882352941
711: Tree: age = 69726, name = EJVQBVlxGTAfLnCh, GetQuotient = 0.0
712: Bush: month = Month.SEPTEMBER, name = KSKNkCHbJDY, GetQuotient = 0.0
713: Tree: age = 79730, name = eOJt, GetQuotient = 0.25
714: Tree: age = 6730, name = R, GetQuotient = 0.0
715: Tree: age = 76248, name = aWRmBNxFDumqIGIEsYz, GetQuotient = 0.10526315789473684
716: Tree: age = 66148, name = CQFAgRTQ, GetQuotient = 0.0
717: Flower: name = zoNbzZKYqCzyP, Type = Type.WILD, GetQuotient = 0.07692307692307693
718: Bush: month = Month.JUNE, name = il, GetQuotient = 0.5
719: Tree: age = 27987, name = nrEPytRmUeDYDQzM, GetQuotient = 0.0625
720: Tree: age = 34042, name = qoRkpW, GetQuotient = 0.16666666666666666
721: Flower: name = bAdfccgXbPrfB, Type = Type.WILD, GetQuotient = 0.0
722: Flower: name = ihHYgiDFJL, Type = Type.GARDEN, GetQuotient = 0.2
723: Bush: month = Month.JANUARY, name = oTFs, GetQuotient = 0.25
724: Bush: month = Month.MARCH, name = TZaY, GetQuotient = 0.25
725: Flower: name = BCbvLHzbnA, Type = Type.HOUSE, GetQuotient = 0.0
726: Tree: age = 41012, name = GEcGNdUMpAz, GetQuotient = 0.0
727: Tree: age = 2708, name = YCQHyylynBDSoKCH, GetQuotient = 0.0625
728: Flower: name = xIFnTmGcY, Type = Type.GARDEN, GetQuotient = 0.0
729: Flower: name = G, Type = Type.WILD, GetQuotient = 0.0
730: Flower: name = LfHFoIfoWkqTU, Type = Type.GARDEN, GetQuotient = 0.15384615384615385
731: Tree: age = 71839, name = qjicRPWLcATlVgGSx, GetQuotient = 0.058823529411764705
732: Flower: name = PsQjzhqmN, Type = Type.WILD, GetQuotient = 0.0
733: Tree: age = 14662, name = mxuPnCRHqQmWIgTWuC, GetQuotient = 0.1111111111111111
734: Bush: month = Month.MARCH, name = hcAqimVSKqsmj, GetQuotient = 0.07692307692307693
735: Bush: month = Month.MARCH, name = nkaRxHZPUFVtfGSPKBU, GetQuotient = 0.05263157894736842
736: Flower: name = IBkYwVynF, Type = Type.GARDEN, GetQuotient = 0.0
737: Flower: name = sdrvVkCth, Type = Type.HOUSE, GetQuotient = 0.0
738: Flower: name = eQJYbfvnyiT, Type = Type.WILD, GetQuotient = 0.18181818181818182
739: Bush: month = Month.JULY, name = lFvkYdTSoaPKySeDkRB, GetQuotient = 0.15789473684210525
740: Bush: month = Month.APRIL, name = iYGGobxeste, GetQuotient = 0.36363636363636365
741: Bush: month = Month.JANUARY, name = DIIQMFjxAsLXPqaFLxiy, GetQuotient = 0.1
742: Bush: month = Month.OCTOBER, name = UePv, GetQuotient = 0.25
743: Tree: age = 88084, name = FMxvwFvxKcz, GetQuotient = 0.0
744: Flower: name = gmDTDO, Type = Type.HOUSE, GetQuotient = 0.0
745: Flower: name = LGHEgXQitXRiUK, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
746: Tree: age = 867, name = cQmJ, GetQuotient = 0.0
747: Bush: month = Month.MAY, name = LTNvXqCeX, GetQuotient = 0.1111111111111111
748: Flower: name = xSFKEVBgqwGUwyTFbz, Type = Type.WILD, GetQuotient = 0.0
749: Bush: month = Month.SEPTEMBER, name = PhZepurQOqa, GetQuotient = 0.2727272727272727
750: Flower: name = fZZBcDqoekH, Type = Type.GARDEN, GetQuotient = 0.18181818181818182
751: Tree: age = 58064, name = bbE, GetQuotient = 0.0
752: Tree: age = 11695, name = nkJwJgmNbcDi, GetQuotient = 0.08333333333333333
753: Bush: month = Month.SEPTEMBER, name = rgXpVSTYhXglNa, GetQuotient = 0.07142857142857142
754: Tree: age = 46547, name = aSOxLOLCioZdsMH, GetQuotient = 0.2
755: Flower: name = IDfZPfPKiCO, Type = Type.HOUSE, GetQuotient = 0.09090909090909091
756: Flower: name = fdYsEMhj, Type = Type.HOUSE, GetQuotient = 0.0
757: Tree: age = 66613, name = itEgkQXwUlYYRyVMdSJp, GetQuotient = 0.05
758: Tree: age = 46040, name = ebltApJDAJLyn, GetQuotient = 0.07692307692307693
759: Flower: name = dhVQqWJPswqSaUHgG, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
760: Bush: month = Month.MARCH, name = wxPhaTEcxIJTBUEsBhoR, GetQuotient = 0.1
761: Flower: name = FwajNWiH, Type = Type.WILD, GetQuotient = 0.25
762: Tree: age = 98714, name = TTrIeCWXVHJlRauQZ, GetQuotient = 0.17647058823529413
763: Bush: month = Month.JANUARY, name = FNxYXMpadWwvQtrHHSd, GetQuotient = 0.05263157894736842
764: Flower: name = ZaiZKklKrdVSDaru, Type = Type.WILD, GetQuotient = 0.25
765: Tree: age = 72691, name = OfTnN, GetQuotient = 0.0
766: Bush: month = Month.DECEMBER, name = ZxIXqisffx, GetQuotient = 0.1
767: Tree: age = 55636, name = opioyTNndvShLY, GetQuotient = 0.21428571428571427
768: Flower: name = gZLJURkbNCxNdZSE, Type = Type.GARDEN, GetQuotient = 0.0
769: Flower: name = AxebDMxKwbBKWprFOEN, Type = Type.HOUSE, GetQuotient = 0.05263157894736842
770: Flower: name = AZDTKs, Type = Type.WILD, GetQuotient = 0.0
771: Bush: month = Month.DECEMBER, name = GsFd, GetQuotient = 0.0
772: Flower: name = pVONBxzZVFgJvYKYbiOW, Type = Type.WILD, GetQuotient = 0.05
773: Bush: month = Month.DECEMBER, name = OffrHa, GetQuotient = 0.16666666666666666
774: Bush: month = Month.JUNE, name = CQTQIfEBZlLEVp, GetQuotient = 0.0
775: Tree: age = 73075, name = QB, GetQuotient = 0.0
776: Tree: age = 11776, name = K, GetQuotient = 0.0
777: Tree: age = 10585, name = FdAUVcJCeg, GetQuotient = 0.1
778: Flower: name = Te, Type = Type.HOUSE, GetQuotient = 0.5
779: Tree: age = 69261, name = SfTYDGJiPtl, GetQuotient = 0.09090909090909091
780: Flower: name = sEp, Type = Type.HOUSE, GetQuotient = 0.0
781: Bush: month = Month.APRIL, name = wNyRWoDjWutNMjVI, GetQuotient = 0.125
782: Bush: month = Month.NOVEMBER, name = lPyiKmgeIZuTeqNsR, GetQuotient = 0.23529411764705882
783: Flower: name = bylbH, Type = Type.WILD, GetQuotient = 0.0
784: Bush: month = Month.JANUARY, name = ntRhkxfsOS, GetQuotient = 0.0
785: Flower: name = ewRxvLB, Type = Type.WILD, GetQuotient = 0.14285714285714285
786: Bush: month = Month.JANUARY, name = BoEMuJdjQaTFWqAKj, GetQuotient = 0.17647058823529413
787: Tree: age = 26073, name = dgSlEMkIVZsE, GetQuotient = 0.0
788: Flower: name = IkIQLQJBcWtIIJZuyUqH, Type = Type.GARDEN, GetQuotient = 0.05
789: Bush: month = Month.AUGUST, name = TNNAU, GetQuotient = 0.0
790: Bush: month = Month.JUNE, name = sCWmaFfYaJmus, GetQuotient = 0.23076923076923078
791: Tree: age = 15483, name = gWSSq, GetQuotient = 0.0
792: Flower: name = PEcBl, Type = Type.GARDEN, GetQuotient = 0.0
793: Tree: age = 58309, name = MDdQaS, GetQuotient = 0.16666666666666666
794: Flower: name = nKfFToXw, Type = Type.GARDEN, GetQuotient = 0.125
795: Tree: age = 19697, name = AlqiUlOQbPOJ, GetQuotient = 0.08333333333333333
796: Bush: month = Month.JULY, name = vFeqAFb, GetQuotient = 0.14285714285714285
797: Tree: age = 25538, name = ovfea, GetQuotient = 0.6
798: Flower: name = kTpihdhm, Type = Type.GARDEN, GetQuotient = 0.125
799: Bush: month = Month.JUNE, name = eUsJdnHidlLmKdVk, GetQuotient = 0.125
800: Tree: age = 74600, name = TKzisqOZnetaAiOSEyS, GetQuotient = 0.21052631578947367
801: Tree: age = 27781, name = GvbdJ, GetQuotient = 0.0
802: Flower: name = fnA, Type = Type.WILD, GetQuotient = 0.0
803: Bush: month = Month.OCTOBER, name = Za, GetQuotient = 0.5
804: Flower: name = YCIyKmNhAmSnzX, Type = Type.HOUSE, GetQuotient = 0.0
805: Tree: age = 66705, name = EzQNB, GetQuotient = 0.0
806: Bush: month = Month.NOVEMBER, name = epjtOSkYOMIQpXIEWS, GetQuotient = 0.05555555555555555
807: Tree: age = 4102, name = lKzzURlWxvwWu, GetQuotient = 0.07692307692307693
808: Bush: month = Month.JUNE, name = iCYlcgeEJUUWbQ, GetQuotient = 0.14285714285714285
809: Flower: name = ZlPShsOnblpFfVtaWg, Type = Type.HOUSE, GetQuotient = 0.05555555555555555
810: Tree: age = 96332, name = oQkkwW, GetQuotient = 0.16666666666666666
811: Bush: month = Month.MARCH, name = HEByLdRpH, GetQuotient = 0.0
812: Bush: month = Month.DECEMBER, name = BwoG, GetQuotient = 0.25
813: Tree: age = 76112, name = dH, GetQuotient = 0.0
814: Bush: month = Month.FEBRUARY, name = HpDAZIa, GetQuotient = 0.14285714285714285
815: Tree: age = 58422, name = iWeolngso, GetQuotient = 0.4444444444444444
816: Bush: month = Month.MAY, name = gAg, GetQuotient = 0.0
817: Flower: name = ptbnFhkkBQVTsLUyYTJC, Type = Type.HOUSE, GetQuotient = 0.0
818: Tree: age = 49012, name = axKA, GetQuotient = 0.25
819: Tree: age = 98657, name = izKnpJd, GetQuotient = 0.14285714285714285
820: Flower: name = zyairUtVWTAjOR, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
821: Bush: month = Month.MARCH, name = RBIEW, GetQuotient = 0.0
822: Bush: month = Month.SEPTEMBER, name = VlH, GetQuotient = 0.0
823: Tree: age = 57187, name = HfksKW, GetQuotient = 0.0
824: Bush: month = Month.JANUARY, name = sRsReOG, GetQuotient = 0.14285714285714285
825: Bush: month = Month.AUGUST, name = MGCio, GetQuotient = 0.4
826: Tree: age = 72331, name = aVtpfOsJcagLkLTxU, GetQuotient = 0.11764705882352941
827: Tree: age = 77927, name = dKyLPUs, GetQuotient = 0.0
828: Flower: name = xytVBRIEHTnS, Type = Type.HOUSE, GetQuotient = 0.0
829: Bush: month = Month.NOVEMBER, name = ldTTLiB, GetQuotient = 0.14285714285714285
830: Bush: month = Month.MAY, name = IMfnqVIMsnSEydoczFL, GetQuotient = 0.05263157894736842
831: Flower: name = GhJyOOArIZLUmDjg, Type = Type.WILD, GetQuotient = 0.0
832: Flower: name = PPXUPNwkgsaOPAohN, Type = Type.HOUSE, GetQuotient = 0.11764705882352941
833: Flower: name = VcFQs, Type = Type.GARDEN, GetQuotient = 0.0
834: Bush: month = Month.MARCH, name = vWYqXBfjKZhCxrYQg, GetQuotient = 0.0
835: Tree: age = 53597, name = XrdfNZzgWeNGhUFjVS, GetQuotient = 0.05555555555555555
836: Flower: name = RsHBPepwsqKIjfeZFj, Type = Type.WILD, GetQuotient = 0.1111111111111111
837: Flower: name = nk, Type = Type.HOUSE, GetQuotient = 0.0
838: Bush: month = Month.MAY, name = RQEuszWEGWAjVt, GetQuotient = 0.07142857142857142
839: Flower: name = PElhCZYyvPnIiSh, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
840: Flower: name = ydQm, Type = Type.HOUSE, GetQuotient = 0.0
841: Bush: month = Month.OCTOBER, name = fZfoCqtIcGFGhuNLENDb, GetQuotient = 0.1
842: Flower: name = RfazqcLLUyPshiqqkI, Type = Type.HOUSE, GetQuotient = 0.1111111111111111
843: Bush: month = Month.OCTOBER, name = slM, GetQuotient = 0.0
844: Bush: month = Month.OCTOBER, name = hyZbPurPlGZQDBABHnmw, GetQuotient = 0.05
845: Flower: name = QjadomyKtzdIUHBx, Type = Type.GARDEN, GetQuotient = 0.125
846: Bush: month = Month.AUGUST, name = xB, GetQuotient = 0.0
847: Flower: name = pmBLlhW, Type = Type.GARDEN, GetQuotient = 0.0
848: Flower: name = LBCEfYQAagwOjEY, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
849: Bush: month = Month.JULY, name = Nvq, GetQuotient = 0.0
850: Flower: name = rSHDXVjktmgurt, Type = Type.HOUSE, GetQuotient = 0.07142857142857142
851: Tree: age = 74783, name = Lp, GetQuotient = 0.0
852: Bush: month = Month.MARCH, name = R, GetQuotient = 0.0
853: Flower: name = zEUjoojVeYiDFTf, Type = Type.WILD, GetQuotient = 0.26666666666666666
854: Flower: name = OCZecrDGOkyABxURhiHT, Type = Type.WILD, GetQuotient = 0.1
855: Flower: name = zVMUfV, Type = Type.GARDEN, GetQuotient = 0.0
856: Tree: age = 3682, name = XWWfkdvlYiLC, GetQuotient = 0.08333333333333333
857: Tree: age = 68476, name = StJHJNrVxAVNwZV, GetQuotient = 0.0
858: Tree: age = 22162, name = ZotCyHnNwXIF, GetQuotient = 0.08333333333333333
859: Bush: month = Month.MARCH, name = vD, GetQuotient = 0.0
860: Tree: age = 17547, name = MoOABRzLER, GetQuotient = 0.1
861: Tree: age = 33716, name = InRaQbzAaknwJDqiLj, GetQuotient = 0.16666666666666666
862: Bush: month = Month.JUNE, name = OdhoFoRxDgvH, GetQuotient = 0.16666666666666666
863: Flower: name = BpBPCROw, Type = Type.WILD, GetQuotient = 0.0
864: Tree: age = 69331, name = pXqxAhLGcAotCNDXK, GetQuotient = 0.058823529411764705
865: Bush: month = Month.APRIL, name = bPbZXEulKRVQZ, GetQuotient = 0.07692307692307693
866: Tree: age = 67929, name = q, GetQuotient = 0.0
867: Flower: name = HdmlKvWl, Type = Type.WILD, GetQuotient = 0.0
868: Flower: name = nWvaMgclnrnhF, Type = Type.WILD, GetQuotient = 0.07692307692307693
869: Bush: month = Month.JUNE, name = hpRUrraqJVGZx, GetQuotient = 0.07692307692307693
870: Flower: name = FIqvXxdzLgl, Type = Type.WILD, GetQuotient = 0.0
871: Tree: age = 21915, name = HMsvFlhfkQ, GetQuotient = 0.0
872: Tree: age = 83421, name = GCHkMpBCKTCId, GetQuotient = 0.0
873: Bush: month = Month.APRIL, name = eyVMIKOqpmCljbwnoN, GetQuotient = 0.1111111111111111
874: Tree: age = 75413, name = bC, GetQuotient = 0.0
875: Bush: month = Month.MAY, name = saCtuEjVqTWGFHTEK, GetQuotient = 0.11764705882352941
876: Bush: month = Month.MARCH, name = vAvyXmRMP, GetQuotient = 0.0
877: Tree: age = 68999, name = oUHYxFbYggeB, GetQuotient = 0.16666666666666666
878: Tree: age = 67079, name = PxhEEkRg, GetQuotient = 0.0
879: Flower: name = oFUiVoVFkkg, Type = Type.WILD, GetQuotient = 0.2727272727272727
880: Tree: age = 33883, name = AdnOdfrgn, GetQuotient = 0.0
881: Bush: month = Month.DECEMBER, name = zDdaNtzMTYIognQNDSt, GetQuotient = 0.10526315789473684
882: Tree: age = 8642, name = jhsAjNieWRj, GetQuotient = 0.18181818181818182
883: Bush: month = Month.SEPTEMBER, name = SNCtcS, GetQuotient = 0.0
884: Tree: age = 24572, name = XCWM, GetQuotient = 0.0
885: Tree: age = 54893, name = fqWnuhzHlMeHNgx, GetQuotient = 0.13333333333333333
886: Bush: month = Month.NOVEMBER, name = lQVofSkjkgdXAi, GetQuotient = 0.14285714285714285
887: Flower: name = wt, Type = Type.GARDEN, GetQuotient = 0.0
888: Tree: age = 94589, name = RGiROtkFh, GetQuotient = 0.1111111111111111
889: Bush: month = Month.JUNE, name = VmGyicC, GetQuotient = 0.14285714285714285
890: Tree: age = 86510, name = PcjZrKvY, GetQuotient = 0.0
891: Bush: month = Month.FEBRUARY, name = iEfYobik, GetQuotient = 0.375
892: Tree: age = 65146, name = IaBur, GetQuotient = 0.4
893: Flower: name = BzGGEiiucIqo, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
894: Tree: age = 37743, name = YeMMQjbIssu, GetQuotient = 0.18181818181818182
895: Bush: month = Month.APRIL, name = MWjKiaAOqCpvlHKYEm, GetQuotient = 0.1111111111111111
896: Tree: age = 38691, name = kProlZaJx, GetQuotient = 0.2222222222222222
897: Bush: month = Month.JANUARY, name = vbRhDFBVmGtD, GetQuotient = 0.0
898: Tree: age = 71502, name = kGh, GetQuotient = 0.0
899: Flower: name = hreKQuMAGUo, Type = Type.WILD, GetQuotient = 0.2727272727272727
900: Tree: age = 40032, name = KGbRB, GetQuotient = 0.0
901: Bush: month = Month.JULY, name = wwBhAPDRtBcAIk, GetQuotient = 0.0
902: Bush: month = Month.JUNE, name = xDYgPVb, GetQuotient = 0.0
903: Bush: month = Month.NOVEMBER, name = yOnpZhndeB, GetQuotient = 0.1
904: Flower: name = SC, Type = Type.WILD, GetQuotient = 0.0
905: Tree: age = 74983, name = F, GetQuotient = 0.0
906: Tree: age = 23560, name = byx, GetQuotient = 0.0
907: Flower: name = adpKB, Type = Type.WILD, GetQuotient = 0.2
908: Bush: month = Month.MARCH, name = WZiWLSuAJqeqi, GetQuotient = 0.3076923076923077
909: Bush: month = Month.JANUARY, name = hJAFjslEmGM, GetQuotient = 0.0
910: Tree: age = 69538, name = Oe, GetQuotient = 0.5
911: Bush: month = Month.JANUARY, name = MHsKrigVgObsSwaS, GetQuotient = 0.125
912: Tree: age = 70439, name = GmtkAT, GetQuotient = 0.0
913: Tree: age = 76436, name = XvHufTEpuLBIH, GetQuotient = 0.15384615384615385
914: Bush: month = Month.OCTOBER, name = lRPTkPmJRCqOfg, GetQuotient = 0.0
915: Tree: age = 69869, name = gOKexkjDbg, GetQuotient = 0.1
916: Bush: month = Month.NOVEMBER, name = idchyV, GetQuotient = 0.16666666666666666
917: Flower: name = aPhauMjgW, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
918: Tree: age = 72324, name = cbbvIMbjbqGwXzktq, GetQuotient = 0.0
919: Flower: name = DWxIRodcrDlOkIzKCaWs, Type = Type.WILD, GetQuotient = 0.1
920: Tree: age = 71679, name = e, GetQuotient = 1.0
921: Tree: age = 33640, name = UrZTMsnqfSifLCk, GetQuotient = 0.06666666666666667
922: Flower: name = hnAXhvHqVNqqlI, Type = Type.WILD, GetQuotient = 0.0
923: Tree: age = 86950, name = RuxBvBKl, GetQuotient = 0.125
924: Bush: month = Month.JULY, name = XRDdk, GetQuotient = 0.0
925: Bush: month = Month.SEPTEMBER, name = mUnJVDdiLTLs, GetQuotient = 0.08333333333333333
926: Flower: name = YGhHovy, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
927: Flower: name = OktwtKtx, Type = Type.HOUSE, GetQuotient = 0.0
928: Flower: name = AaGz, Type = Type.WILD, GetQuotient = 0.25
929: Tree: age = 73562, name = pfSEL, GetQuotient = 0.0
930: Tree: age = 94601, name = KECKzSfTvshxvCNFPlwn, GetQuotient = 0.0
931: Bush: month = Month.MARCH, name = vDeiAdAoigZPdggjiU, GetQuotient = 0.2777777777777778
932: Bush: month = Month.JANUARY, name = uXOMsnIR, GetQuotient = 0.125
933: Flower: name = atouBKbIGhQjEdfQVGB, Type = Type.GARDEN, GetQuotient = 0.15789473684210525
934: Tree: age = 70896, name = UhSQvQYpvbyx, GetQuotient = 0.0
935: Tree: age = 35951, name = rFpdSyYX, GetQuotient = 0.0
936: Tree: age = 3596, name = OWuJFjGrzeoCpU, GetQuotient = 0.21428571428571427
937: Tree: age = 66414, name = ntZRrwBITu, GetQuotient = 0.1
938: Flower: name = uF, Type = Type.HOUSE, GetQuotient = 0.5
939: Tree: age = 34377, name = mS, GetQuotient = 0.0
940: Flower: name = WBReMWvslhPRkhuazXUU, Type = Type.GARDEN, GetQuotient = 0.15
941: Flower: name = rEZHXC, Type = Type.GARDEN, GetQuotient = 0.0
942: Tree: age = 70159, name = hMApuyOoFWlJbOlvFZq, GetQuotient = 0.10526315789473684
943: Tree: age = 31416, name = QgVBMgrTFbd, GetQuotient = 0.0
944: Bush: month = Month.APRIL, name = aPIwdYqXI, GetQuotient = 0.1111111111111111
945: Tree: age = 28401, name = QdvcWXFZMDzJpJADJq, GetQuotient = 0.0
946: Tree: age = 63432, name = yLZgzT, GetQuotient = 0.0
947: Flower: name = IxO, Type = Type.WILD, GetQuotient = 0.0
948: Bush: month = Month.APRIL, name = QWPhbphfZqmzdlvwi, GetQuotient = 0.058823529411764705
949: Bush: month = Month.OCTOBER, name = NkEWWaVbkswzVKdGWVSr, GetQuotient = 0.05
950: Bush: month = Month.AUGUST, name = Nkdu, GetQuotient = 0.25
951: Flower: name = JNRJe, Type = Type.WILD, GetQuotient = 0.2
952: Bush: month = Month.MAY, name = BZCCorqEdnMODLdaBAT, GetQuotient = 0.10526315789473684
953: Bush: month = Month.AUGUST, name = kzSCOryedg, GetQuotient = 0.1
954: Flower: name = VwvUsBupfgQCiDkpEG, Type = Type.HOUSE, GetQuotient = 0.1111111111111111
955: Flower: name = KwLdjQ, Type = Type.HOUSE, GetQuotient = 0.0
956: Tree: age = 25407, name = XpEwJyhrqXFn, GetQuotient = 0.0
957: Tree: age = 70337, name = kLid, GetQuotient = 0.25
958: Tree: age = 70614, name = PH, GetQuotient = 0.0
959: Bush: month = Month.AUGUST, name = ZMhwpFXTLkkvwFEHhZ, GetQuotient = 0.0
960: Bush: month = Month.APRIL, name = BHa, GetQuotient = 0.3333333333333333
961: Flower: name = LkjFxkLOsNBGaKr, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
962: Tree: age = 35837, name = KEacFmS, GetQuotient = 0.14285714285714285
963: Flower: name = yfSkJHSM, Type = Type.WILD, GetQuotient = 0.0
964: Flower: name = DUxEUEdJftzkYO, Type = Type.HOUSE, GetQuotient = 0.0
965: Flower: name = DCiBsmTl, Type = Type.GARDEN, GetQuotient = 0.125
966: Bush: month = Month.MARCH, name = uDPTs, GetQuotient = 0.2
967: Flower: name = lZkaDx, Type = Type.HOUSE, GetQuotient = 0.16666666666666666
968: Flower: name = LfktIwdx, Type = Type.WILD, GetQuotient = 0.0
969: Flower: name = FXwmQNvOol, Type = Type.WILD, GetQuotient = 0.1
970: Tree: age = 20083, name = UbYMASam, GetQuotient = 0.125
971: Tree: age = 64069, name = NosWBKwuyGaIyxiTP, GetQuotient = 0.23529411764705882
972: Bush: month = Month.JULY, name = KxCrJYlyULvqeiHa, GetQuotient = 0.1875
973: Bush: month = Month.DECEMBER, name = CCfVPOnGnZoyyCfRH, GetQuotient = 0.058823529411764705
974: Bush: month = Month.AUGUST, name = LtR, GetQuotient = 0.0
975: Bush: month = Month.NOVEMBER, name = xfmFBBBdeQoFA, GetQuotient = 0.15384615384615385
976: Bush: month = Month.JULY, name = sJQQxGBgQCFVwFQy, GetQuotient = 0.0
977: Bush: month = Month.DECEMBER, name = LVwHpQpbmPb, GetQuotient = 0.0
978: Bush: month = Month.NOVEMBER, name = W, GetQuotient = 0.0
979: Bush: month = Month.DECEMBER, name = mRpJwDiWRkdrHBdvkf, GetQuotient = 0.05555555555555555
980: Tree: age = 74834, name = OG, GetQuotient = 0.0
