Container is store 10000 plants:
0: Tree: age = 74581, name = XwFnuYs, GetQuotient = 0.14285714285714285
5963: Tree: age = 7193, name = RISLpKRUH, GetQuotient = 0.0
5964: Tree: age = 65695, name = DSSDfydczos, GetQuotient = 0.09090909090909091
5965: Flower: name = YVKh, Type = Type.GARDEN, GetQuotient = 0.0
5966: Flower: name = xDHYadChNEXvVNkt, Type = Type.HOUSE, GetQuotient = 0.0625
5967: Tree: age = 16123, name = JMbpKX, GetQuotient = 0.0
5968: Flower: name = kwguCgUyeQjNppcOB, Type = Type.HOUSE, GetQuotient = 0.11764705882352941
5969: Bush: month = Month.DECEMBER, name = KgRpOUiftSt, GetQuotient = 0.09090909090909091
5970: Bush: month = Month.JULY, name = rcAxwxP, GetQuotient = 0.0
5971: Bush: month = Month.OCTOBER, name = jLeMO, GetQuotient = 0.2
5972: Bush: month = Month.OCTOBER, name = xpbf, GetQuotient = 0.0
5973: Flower: name = QsRQa, Type = Type.WILD, GetQuotient = 0.2
5974: Bush: month = Month.SEPTEMBER, name = k, GetQuotient = 0.0
5975: Tree: age = 94880, name = SmXDZjcTcFEN, GetQuotient = 0.0
5976: Bush: month = Month.MARCH, name = AKqztXnpHCYCLM, GetQuotient = 0.0
5977: Tree: age = 234, name = MOlylpJSpf, GetQuotient = 0.0
5978: Flower: name = uKjtMxMTIoLtNVufWZ, Type = Type.WILD, GetQuotient = 0.16666666666666666
5979: Bush: month = Month.MAY, name = VuekZxpeA, GetQuotient = 0.3333333333333333
5980: Bush: month = Month.AUGUST, name = zVySTjjxHhj, GetQuotient = 0.0
5981: Flower: name = JXRSsmhirnAsMDcbb, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
5982: Flower: name = PqeZ, Type = Type.GARDEN, GetQuotient = 0.25
5983: Bush: month = Month.DECEMBER, name = iahTAbkdFn, GetQuotient = 0.2
5984: Tree: age = 11175, name = qQv, GetQuotient = 0.0
5985: Flower: name = krqteQ, Type = Type.HOUSE, GetQuotient = 0.16666666666666666
5986: Flower: name = kPobiqVKSM, Type = Type.WILD, GetQuotient = 0.2
5987: Flower: name = mbnVdaPSxl, Type = Type.GARDEN, GetQuotient = 0.1
5988: Flower: name = CUNCMfJsIxZskRbStr, Type = Type.HOUSE, GetQuotient = 0.0
5989: Flower: name = wtdXoUDOOaKPDPNE, Type = Type.WILD, GetQuotient = 0.125
5990: Flower: name = xdkMFVY, Type = Type.GARDEN, GetQuotient = 0.0
5991: Bush: month = Month.MAY, name = fRLMJgDoShMkOLX, GetQuotient = 0.06666666666666667
5992: Tree: age = 1453, name = tcUSDnVeRVlgyOCUHb, GetQuotient = 0.05555555555555555
5993: Bush: month = Month.DECEMBER, name = kP, GetQuotient = 0.0
5994: Bush: month = Month.APRIL, name = iqeS, GetQuotient = 0.5
5995: Tree: age = 18339, name = RUfZKEnCWuJIkIPckk, GetQuotient = 0.05555555555555555
5996: Tree: age = 46785, name = VaF, GetQuotient = 0.3333333333333333
5997: Bush: month = Month.JANUARY, name = eZiIkwxVLhd, GetQuotient = 0.18181818181818182
5998: Bush: month = Month.SEPTEMBER, name = lqeyHWqqOiRgWu, GetQuotient = 0.21428571428571427
5999: Bush: month = Month.OCTOBER, name = ltDxPrJpVzsNfdHuyR, GetQuotient = 0.05555555555555555
6000: Bush: month = Month.DECEMBER, name = XLuOWSd, GetQuotient = 0.14285714285714285
6001: Bush: month = Month.APRIL, name = AFUmqLkAKrkPcTSSAr, GetQuotient = 0.0
6002: Bush: month = Month.JULY, name = Ifm, GetQuotient = 0.0
6003: Tree: age = 30353, name = uWzBvWmRBeZqcRqPxvu, GetQuotient = 0.15789473684210525
6004: Tree: age = 94957, name = dKjMvAJbaKZhdEOx, GetQuotient = 0.0625
6005: Tree: age = 59562, name = OpHfGJvGfjOEro, GetQuotient = 0.07142857142857142
6006: Flower: name = Qq, Type = Type.HOUSE, GetQuotient = 0.0
6007: Flower: name = xiwMdrwFyS, Type = Type.GARDEN, GetQuotient = 0.1
6008: Tree: age = 22509, name = iZDBQXBSRWsjlb, GetQuotient = 0.07142857142857142
6009: Tree: age = 24087, name = aEihbvtDA, GetQuotient = 0.2222222222222222
6010: Bush: month = Month.DECEMBER, name = jrFULNVxZdAvHzzN, GetQuotient = 0.0
6011: Flower: name = XFAuopq, Type = Type.WILD, GetQuotient = 0.2857142857142857
6012: Flower: name = ttsdnCshxfzyOAn, Type = Type.WILD, GetQuotient = 0.0
6013: Flower: name = ElURDqPbgnHjJ, Type = Type.WILD, GetQuotient = 0.0
6014: Bush: month = Month.MARCH, name = cSmfrOE, GetQuotient = 0.0
6015: Flower: name = TEMF, Type = Type.GARDEN, GetQuotient = 0.0
6016: Tree: age = 96565, name = RDffdRrtJnDOSNWr, GetQuotient = 0.0
6017: Bush: month = Month.AUGUST, name = wSJLCC, GetQuotient = 0.0
6018: Tree: age = 93471, name = heykJzWj, GetQuotient = 0.125
6019: Flower: name = jncxXzgERa, Type = Type.WILD, GetQuotient = 0.1
6020: Tree: age = 30449, name = W, GetQuotient = 0.0
6021: Tree: age = 43357, name = YOQD, GetQuotient = 0.0
6022: Bush: month = Month.AUGUST, name = YYbdQeWwOleOuZQT, GetQuotient = 0.1875
6023: Flower: name = NGygfFzALTTKtbaGByEs, Type = Type.HOUSE, GetQuotient = 0.05
6024: Tree: age = 44246, name = pzGTvLVZVdaf, GetQuotient = 0.08333333333333333
6025: Tree: age = 63841, name = FDGNnXTSzJFlVB, GetQuotient = 0.0
6026: Flower: name = mfSOLvb, Type = Type.WILD, GetQuotient = 0.0
6027: Flower: name = HWBwKNCdvPz, Type = Type.WILD, GetQuotient = 0.0
6028: Flower: name = fHcHRUTnMAUNdhKXhgdZ, Type = Type.GARDEN, GetQuotient = 0.0
6029: Flower: name = RBpkChQsgOiiaFe, Type = Type.WILD, GetQuotient = 0.26666666666666666
6030: Tree: age = 94334, name = CGbfqCfNavsTwvNUYlQ, GetQuotient = 0.05263157894736842
6031: Bush: month = Month.SEPTEMBER, name = BiVGDTB, GetQuotient = 0.14285714285714285
6032: Tree: age = 98264, name = iWGXjviDRrmg, GetQuotient = 0.16666666666666666
6033: Bush: month = Month.OCTOBER, name = mfVOzrkLsWpydUYY, GetQuotient = 0.0
6034: Flower: name = yItYayKfRKU, Type = Type.WILD, GetQuotient = 0.09090909090909091
6035: Bush: month = Month.AUGUST, name = XHSJNniYizUdZS, GetQuotient = 0.14285714285714285
6036: Flower: name = NWxlpvwdJgiWzLsr, Type = Type.WILD, GetQuotient = 0.0625
6037: Bush: month = Month.MAY, name = H, GetQuotient = 0.0
6038: Bush: month = Month.NOVEMBER, name = pZodgfLp, GetQuotient = 0.125
6039: Bush: month = Month.MAY, name = EheiPk, GetQuotient = 0.3333333333333333
6040: Tree: age = 3360, name = pohNUvMiVKWOeLT, GetQuotient = 0.2
6041: Bush: month = Month.SEPTEMBER, name = kLtPcatjhnMLzXqE, GetQuotient = 0.0625
6042: Bush: month = Month.JULY, name = HZICpdeKWXWmqEYtlpL, GetQuotient = 0.05263157894736842
6043: Flower: name = Mnb, Type = Type.WILD, GetQuotient = 0.0
6044: Bush: month = Month.APRIL, name = SRXRpiEq, GetQuotient = 0.125
6045: Tree: age = 1882, name = dWaXCt, GetQuotient = 0.16666666666666666
6046: Flower: name = OorI, Type = Type.WILD, GetQuotient = 0.25
6047: Bush: month = Month.MARCH, name = fKWXesG, GetQuotient = 0.14285714285714285
6048: Bush: month = Month.JULY, name = sWOdtdiVnTFVXh, GetQuotient = 0.07142857142857142
6049: Flower: name = USDzBBcefuB, Type = Type.HOUSE, GetQuotient = 0.18181818181818182
6050: Tree: age = 17855, name = ECYhV, GetQuotient = 0.0
6051: Flower: name = B, Type = Type.WILD, GetQuotient = 0.0
6052: Bush: month = Month.AUGUST, name = QbFMjGAoouSi, GetQuotient = 0.3333333333333333
6053: Flower: name = DbNZxGWMfHFowZZpRZW, Type = Type.WILD, GetQuotient = 0.05263157894736842
6054: Bush: month = Month.JULY, name = TkaJoPNPVAqZSCD, GetQuotient = 0.13333333333333333
6055: Flower: name = NciY, Type = Type.GARDEN, GetQuotient = 0.25
6056: Bush: month = Month.SEPTEMBER, name = DXEZdpqOtxeRFiq, GetQuotient = 0.13333333333333333
6057: Flower: name = TwvzMva, Type = Type.WILD, GetQuotient = 0.14285714285714285
6058: Flower: name = jqMjKsb, Type = Type.WILD, GetQuotient = 0.0
6059: Tree: age = 77525, name = qcCnbwBFIYkP, GetQuotient = 0.0
6060: Bush: month = Month.APRIL, name = nPqHsmM, GetQuotient = 0.0
6061: Tree: age = 27942, name = EjSekw, GetQuotient = 0.16666666666666666
6062: Tree: age = 34685, name = ZlCeyhfqNaEV, GetQuotient = 0.16666666666666666
6063: Bush: month = Month.SEPTEMBER, name = ZNhggSlIzmTFS, GetQuotient = 0.0
6064: Tree: age = 12617, name = MQyThB, GetQuotient = 0.0
6065: Bush: month = Month.JANUARY, name = EzAhcOL, GetQuotient = 0.0
6066: Bush: month = Month.OCTOBER, name = vhzrjhJ, GetQuotient = 0.0
6067: Tree: age = 72519, name = KjJxnMxBVhVANYbYW, GetQuotient = 0.0
6068: Tree: age = 52621, name = VjzPORbIPb, GetQuotient = 0.0
6069: Tree: age = 64539, name = ymwS, GetQuotient = 0.0
6070: Tree: age = 68278, name = L, GetQuotient = 0.0
6071: Bush: month = Month.SEPTEMBER, name = eIeio, GetQuotient = 0.8
6072: Flower: name = DaCNTSeTisULYZNcQC, Type = Type.HOUSE, GetQuotient = 0.16666666666666666
6073: Flower: name = oLHsuuveXlEorzoo, Type = Type.WILD, GetQuotient = 0.4375
6074: Bush: month = Month.JANUARY, name = jzuZxNHjaDQIfH, GetQuotient = 0.14285714285714285
6075: Tree: age = 26838, name = hAcSrOPxGMCLy, GetQuotient = 0.0
6076: Bush: month = Month.JANUARY, name = jY, GetQuotient = 0.0
6077: Flower: name = vo, Type = Type.WILD, GetQuotient = 0.5
6078: Tree: age = 92133, name = LTlcKivRRtwMKzca, GetQuotient = 0.125
6079: Bush: month = Month.FEBRUARY, name = SDkgxf, GetQuotient = 0.0
6080: Flower: name = uA, Type = Type.WILD, GetQuotient = 0.5
6081: Tree: age = 51960, name = ddarGAppatgPiYx, GetQuotient = 0.2
6082: Tree: age = 33868, name = tPjQsgXhXYtCZPVa, GetQuotient = 0.0625
6083: Tree: age = 88128, name = UkAqnbWZMhVBX, GetQuotient = 0.0
6084: Flower: name = QKFNcpwUGMcVunYAT, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
6085: Bush: month = Month.DECEMBER, name = yPATGjBcFcpaJE, GetQuotient = 0.07142857142857142
6086: Bush: month = Month.FEBRUARY, name = wcZwDWxCGmZpSZUZkb, GetQuotient = 0.0
6087: Tree: age = 65447, name = pMYNfgKTdWkeAfrcyA, GetQuotient = 0.05555555555555555
6088: Flower: name = BStDuQS, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
6089: Bush: month = Month.FEBRUARY, name = wxdPeR, GetQuotient = 0.16666666666666666
6090: Flower: name = GT, Type = Type.GARDEN, GetQuotient = 0.0
6091: Tree: age = 2903, name = zGBFItjTVPxvg, GetQuotient = 0.0
6092: Flower: name = bDPursaAsHtkCMW, Type = Type.WILD, GetQuotient = 0.13333333333333333
6093: Bush: month = Month.DECEMBER, name = IbAcWm, GetQuotient = 0.0
6094: Tree: age = 38175, name = CPlp, GetQuotient = 0.0
6095: Flower: name = DOMrRqfjjpQKWf, Type = Type.WILD, GetQuotient = 0.0
6096: Flower: name = txDBNcgIWVT, Type = Type.GARDEN, GetQuotient = 0.0
6097: Tree: age = 31331, name = RDGlYI, GetQuotient = 0.0
6098: Flower: name = xCHUnhgcoudVcsK, Type = Type.HOUSE, GetQuotient = 0.13333333333333333
6099: Tree: age = 31044, name = zUJJsGTUz, GetQuotient = 0.0
6100: Bush: month = Month.OCTOBER, name = frLUZsGeBtGSMcYLpav, GetQuotient = 0.10526315789473684
6101: Flower: name = NbmpTCMmjpQPbwMDU, Type = Type.WILD, GetQuotient = 0.0
6102: Bush: month = Month.NOVEMBER, name = fZLUGahcbIwkYpFcKZ, GetQuotient = 0.05555555555555555
6103: Flower: name = kszCdD, Type = Type.HOUSE, GetQuotient = 0.0
6104: Tree: age = 94798, name = yZdsrDOEjrnI, GetQuotient = 0.0
6105: Tree: age = 14882, name = StShbScMpH, GetQuotient = 0.0
6106: Bush: month = Month.OCTOBER, name = XCWV, GetQuotient = 0.0
6107: Tree: age = 14157, name = Q, GetQuotient = 0.0
6108: Bush: month = Month.JANUARY, name = dHV, GetQuotient = 0.0
6109: Tree: age = 23882, name = SwblViSsEBgVnDnaADhV, GetQuotient = 0.1
6110: Flower: name = eTTlXEIRvdFKTlUVpLCX, Type = Type.GARDEN, GetQuotient = 0.05
6111: Flower: name = EeLLMfvySeRnSvIqq, Type = Type.WILD, GetQuotient = 0.11764705882352941
6112: Bush: month = Month.AUGUST, name = Ogd, GetQuotient = 0.0
6113: Bush: month = Month.AUGUST, name = ZnTNlNoHhRtVqrVnlRFv, GetQuotient = 0.05
6114: Flower: name = jKn, Type = Type.HOUSE, GetQuotient = 0.0
6115: Tree: age = 1144, name = hwn, GetQuotient = 0.0
6116: Tree: age = 35542, name = msF, GetQuotient = 0.0
6117: Flower: name = qXZUIzHgXuAqNKrIK, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
6118: Flower: name = cy, Type = Type.HOUSE, GetQuotient = 0.0
6119: Flower: name = BlEdXnlKvnCumCX, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
6120: Flower: name = rgKePzOIb, Type = Type.GARDEN, GetQuotient = 0.1111111111111111
6121: Flower: name = BmYnRWbVEEfam, Type = Type.WILD, GetQuotient = 0.07692307692307693
6122: Flower: name = vhJEXGRZxKeHV, Type = Type.HOUSE, GetQuotient = 0.07692307692307693
6123: Flower: name = dEnhDOviAvmYlncF, Type = Type.HOUSE, GetQuotient = 0.0625
6124: Tree: age = 83347, name = d, GetQuotient = 0.0
6125: Tree: age = 14754, name = ctXDo, GetQuotient = 0.2
6126: Flower: name = ih, Type = Type.HOUSE, GetQuotient = 0.5
6127: Bush: month = Month.JUNE, name = fPyF, GetQuotient = 0.0
6128: Flower: name = skfddmFFFNHUsxoSS, Type = Type.WILD, GetQuotient = 0.058823529411764705
6129: Flower: name = SPrbnhRqoRdVYumdP, Type = Type.GARDEN, GetQuotient = 0.11764705882352941
6130: Flower: name = IJUGxjzyVtDRi, Type = Type.GARDEN, GetQuotient = 0.07692307692307693
6131: Bush: month = Month.MAY, name = COwGqOsI, GetQuotient = 0.0
6132: Bush: month = Month.JANUARY, name = EOTwdejyRKVEaVsA, GetQuotient = 0.125
6133: Bush: month = Month.JULY, name = pbqbvRqkZySsIxo, GetQuotient = 0.06666666666666667
6134: Flower: name = HISwmJlRAVIlYnXSpRDx, Type = Type.WILD, GetQuotient = 0.0
6135: Flower: name = c, Type = Type.GARDEN, GetQuotient = 0.0
6136: Tree: age = 20163, name = oGLCRhQyvqzTdy, GetQuotient = 0.07142857142857142
6137: Bush: month = Month.APRIL, name = YnLPqKsaV, GetQuotient = 0.1111111111111111
6138: Tree: age = 67318, name = XZPWZ, GetQuotient = 0.0
6139: Bush: month = Month.JUNE, name = LzaqRpJ, GetQuotient = 0.14285714285714285
6140: Bush: month = Month.FEBRUARY, name = kpiIrYplVWhwI, GetQuotient = 0.07692307692307693
6141: Flower: name = NuG, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
6142: Flower: name = QyXhZOpv, Type = Type.HOUSE, GetQuotient = 0.0
6143: Flower: name = eRWRMAnynZh, Type = Type.GARDEN, GetQuotient = 0.09090909090909091
6144: Bush: month = Month.JANUARY, name = EUYhQqeiI, GetQuotient = 0.2222222222222222
6145: Flower: name = EJtfWrrjXzWsBpO, Type = Type.HOUSE, GetQuotient = 0.0
6146: Tree: age = 14373, name = hPXJbCfXigDVTIpCg, GetQuotient = 0.058823529411764705
6147: Flower: name = CfyI, Type = Type.GARDEN, GetQuotient = 0.0
6148: Flower: name = ysYEWXNNybTtTRkPcsm, Type = Type.GARDEN, GetQuotient = 0.0
6149: Bush: month = Month.OCTOBER, name = WVwUJwDMZZHZdeMk, GetQuotient = 0.0625
6150: Flower: name = WkhxbMJNWjBZWFkH, Type = Type.WILD, GetQuotient = 0.0
6151: Bush: month = Month.MAY, name = nRNqsVGZbg, GetQuotient = 0.0
6152: Tree: age = 60554, name = VsVAoxVsSSivbsgnEPF, GetQuotient = 0.10526315789473684
6153: Tree: age = 5602, name = NInYHrAS, GetQuotient = 0.0
6154: Bush: month = Month.MARCH, name = rwqMoFfdUnhIFKzPxTb, GetQuotient = 0.05263157894736842
6155: Flower: name = OPsg, Type = Type.WILD, GetQuotient = 0.0
6156: Flower: name = UIZwHrrfl, Type = Type.WILD, GetQuotient = 0.0
6157: Bush: month = Month.APRIL, name = rQIdAm, GetQuotient = 0.0
6158: Flower: name = ykqOxwTsqiTviHknIEHI, Type = Type.HOUSE, GetQuotient = 0.1
6159: Flower: name = HPyprx, Type = Type.WILD, GetQuotient = 0.0
6160: Tree: age = 82597, name = Tg, GetQuotient = 0.0
6161: Bush: month = Month.OCTOBER, name = mhknWNzM, GetQuotient = 0.0
6162: Bush: month = Month.SEPTEMBER, name = cG, GetQuotient = 0.0
6163: Bush: month = Month.FEBRUARY, name = OUhSsTTXLLrbcejVC, GetQuotient = 0.058823529411764705
6164: Bush: month = Month.FEBRUARY, name = kOtvOavkXf, GetQuotient = 0.1
6165: Tree: age = 12375, name = sOxWHEyx, GetQuotient = 0.0
6166: Flower: name = w, Type = Type.WILD, GetQuotient = 0.0
6167: Bush: month = Month.APRIL, name = Gv, GetQuotient = 0.0
6168: Flower: name = oG, Type = Type.WILD, GetQuotient = 0.5
6169: Bush: month = Month.MARCH, name = SUFQqAJDuuBt, GetQuotient = 0.16666666666666666
6170: Bush: month = Month.NOVEMBER, name = lxWygxSIAdmT, GetQuotient = 0.0
6171: Bush: month = Month.APRIL, name = TAKzJkIauMfWVSWbed, GetQuotient = 0.16666666666666666
6172: Flower: name = obIY, Type = Type.WILD, GetQuotient = 0.25
6173: Tree: age = 84763, name = EhMPpFGkS, GetQuotient = 0.0
6174: Tree: age = 54535, name = rkdhyZFPwCRduxTp, GetQuotient = 0.0625
6175: Tree: age = 59838, name = aKhsgskPDBVarbWKyRAG, GetQuotient = 0.1
6176: Flower: name = oiFyTSKmpLcMLdyph, Type = Type.WILD, GetQuotient = 0.11764705882352941
6177: Tree: age = 19278, name = gnsECRUh, GetQuotient = 0.0
6178: Bush: month = Month.MAY, name = yJSTOel, GetQuotient = 0.14285714285714285
6179: Flower: name = rKrxeRXDGkzAaQWJuaH, Type = Type.HOUSE, GetQuotient = 0.21052631578947367
6180: Flower: name = uNEQJe, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
6181: Tree: age = 86820, name = UdxTToxTvfT, GetQuotient = 0.09090909090909091
6182: Tree: age = 16277, name = pfpWgCrFKPzPiyt, GetQuotient = 0.06666666666666667
6183: Tree: age = 61716, name = ZbnPHYirxifrDGkuBTZ, GetQuotient = 0.15789473684210525
6184: Bush: month = Month.JULY, name = iTAx, GetQuotient = 0.25
6185: Bush: month = Month.JUNE, name = ghIuCJUhCXYIodLsc, GetQuotient = 0.11764705882352941
6186: Flower: name = PUIdB, Type = Type.GARDEN, GetQuotient = 0.0
6187: Bush: month = Month.JANUARY, name = UFpVQAToHDYCU, GetQuotient = 0.07692307692307693
6188: Tree: age = 55472, name = nQwHsUbxlHZ, GetQuotient = 0.0
6189: Tree: age = 8204, name = BBDzjMxn, GetQuotient = 0.0
6190: Bush: month = Month.MARCH, name = xy, GetQuotient = 0.0
6191: Flower: name = OrRFqCKmuwQPJFYXN, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
6192: Tree: age = 10832, name = QknLUVBzIfUhLTUpK, GetQuotient = 0.0
6193: Flower: name = LnaKOezstk, Type = Type.GARDEN, GetQuotient = 0.2
6194: Bush: month = Month.JULY, name = HxdkoEAJQRDfu, GetQuotient = 0.15384615384615385
6195: Flower: name = HcZvVJHTYvhf, Type = Type.WILD, GetQuotient = 0.0
6196: Tree: age = 79313, name = XKrQdRPSdaUybyw, GetQuotient = 0.06666666666666667
6197: Bush: month = Month.JANUARY, name = VWQcyvNrfwPUMnMil, GetQuotient = 0.058823529411764705
6198: Tree: age = 81308, name = QzCzkupGEoguraQ, GetQuotient = 0.26666666666666666
6199: Tree: age = 89417, name = RpZUNpibQicXkGVzCt, GetQuotient = 0.1111111111111111
6200: Bush: month = Month.AUGUST, name = MJETMcOV, GetQuotient = 0.0
6201: Flower: name = pDNUMsHMgGDi, Type = Type.HOUSE, GetQuotient = 0.08333333333333333
6202: Flower: name = lmM, Type = Type.WILD, GetQuotient = 0.0
6203: Flower: name = kBnrAWmsNSgJoDIuMdi, Type = Type.GARDEN, GetQuotient = 0.15789473684210525
6204: Bush: month = Month.JANUARY, name = QgbnNROKdhaufJV, GetQuotient = 0.13333333333333333
6205: Tree: age = 46969, name = ZddL, GetQuotient = 0.0
6206: Flower: name = n, Type = Type.GARDEN, GetQuotient = 0.0
6207: Bush: month = Month.AUGUST, name = ZklhLn, GetQuotient = 0.0
6208: Flower: name = ySLzmbjRegcTuhuU, Type = Type.HOUSE, GetQuotient = 0.1875
6209: Bush: month = Month.FEBRUARY, name = LcwhQ, GetQuotient = 0.0
6210: Bush: month = Month.NOVEMBER, name = LXDyTAiepBJd, GetQuotient = 0.16666666666666666
6211: Flower: name = pRBD, Type = Type.WILD, GetQuotient = 0.0
6212: Flower: name = fVOkvc, Type = Type.HOUSE, GetQuotient = 0.0
6213: Bush: month = Month.OCTOBER, name = sJqULBMBGTPsDshVi, GetQuotient = 0.058823529411764705
6214: Flower: name = qGmpUUWmjLab, Type = Type.WILD, GetQuotient = 0.08333333333333333
6215: Flower: name = QhKGuZx, Type = Type.WILD, GetQuotient = 0.14285714285714285
6216: Bush: month = Month.MARCH, name = MunoLWdcQ, GetQuotient = 0.2222222222222222
6217: Flower: name = zVzkiw, Type = Type.HOUSE, GetQuotient = 0.16666666666666666
6218: Tree: age = 75815, name = xBpYkdSvIhgzHIpoYsqo, GetQuotient = 0.1
6219: Tree: age = 50477, name = lnV, GetQuotient = 0.0
6220: Bush: month = Month.DECEMBER, name = eF, GetQuotient = 0.5
6221: Tree: age = 30030, name = FebAVT, GetQuotient = 0.16666666666666666
6222: Bush: month = Month.JUNE, name = SlCMAAiJCoK, GetQuotient = 0.18181818181818182
6223: Bush: month = Month.MAY, name = cQhyxtf, GetQuotient = 0.0
6224: Tree: age = 59204, name = vANUjQC, GetQuotient = 0.0
6225: Bush: month = Month.FEBRUARY, name = iTzkVLGgDyuBxevB, GetQuotient = 0.1875
6226: Bush: month = Month.DECEMBER, name = VHLViAothxgqpvxkVqNB, GetQuotient = 0.1
6227: Flower: name = wuJJycRsCOHUQfZzFxt, Type = Type.WILD, GetQuotient = 0.05263157894736842
6228: Tree: age = 35483, name = gjkvVRZlTCFX, GetQuotient = 0.0
6229: Bush: month = Month.MAY, name = KTAPcqCFfGaflXfCqMa, GetQuotient = 0.10526315789473684
6230: Bush: month = Month.NOVEMBER, name = XFvQNGwEfMDAvyDbcd, GetQuotient = 0.0
6231: Flower: name = YEScxzmH, Type = Type.HOUSE, GetQuotient = 0.0
6232: Tree: age = 34357, name = XoJ, GetQuotient = 0.3333333333333333
6233: Flower: name = xeBVlRJhxTCrvhwsCq, Type = Type.HOUSE, GetQuotient = 0.05555555555555555
6234: Bush: month = Month.MAY, name = cgrjvxsXkXeMZVEQMn, GetQuotient = 0.05555555555555555
6235: Tree: age = 44590, name = YTMkc, GetQuotient = 0.0
6236: Bush: month = Month.NOVEMBER, name = rEapxtWVsVzZNiLpdC, GetQuotient = 0.1111111111111111
6237: Flower: name = qYcuafMKnQVvPbXB, Type = Type.HOUSE, GetQuotient = 0.125
6238: Bush: month = Month.OCTOBER, name = jwGiN, GetQuotient = 0.2
6239: Flower: name = Vj, Type = Type.WILD, GetQuotient = 0.0
6240: Tree: age = 54181, name = cQAGuR, GetQuotient = 0.16666666666666666
6241: Tree: age = 2214, name = tNevWF, GetQuotient = 0.16666666666666666
6242: Flower: name = LY, Type = Type.GARDEN, GetQuotient = 0.0
6243: Tree: age = 84334, name = YOMwzwKheUyXCk, GetQuotient = 0.07142857142857142
6244: Bush: month = Month.JANUARY, name = HhwDKEXFqVjiMjanK, GetQuotient = 0.11764705882352941
6245: Tree: age = 23006, name = RJFSOgWHiNI, GetQuotient = 0.09090909090909091
6246: Tree: age = 63332, name = LHGYATUlTDRztv, GetQuotient = 0.0
6247: Flower: name = BmvXchFnXXUrDvZDc, Type = Type.GARDEN, GetQuotient = 0.0
6248: Bush: month = Month.FEBRUARY, name = RNVV, GetQuotient = 0.0
6249: Tree: age = 97532, name = lDbXXNSd, GetQuotient = 0.0
6250: Flower: name = GCdfiHCnzQjAqGwlnX, Type = Type.HOUSE, GetQuotient = 0.05555555555555555
6251: Flower: name = LpbMzzRAvPCqIDdM, Type = Type.HOUSE, GetQuotient = 0.0
6252: Flower: name = jKG, Type = Type.HOUSE, GetQuotient = 0.0
6253: Flower: name = qkd, Type = Type.GARDEN, GetQuotient = 0.0
6254: Tree: age = 59400, name = U, GetQuotient = 0.0
6255: Bush: month = Month.FEBRUARY, name = iglG, GetQuotient = 0.25
6256: Tree: age = 70626, name = XJIo, GetQuotient = 0.25
6257: Tree: age = 69738, name = jT, GetQuotient = 0.0
6258: Tree: age = 19228, name = VTpjWnGrM, GetQuotient = 0.0
6259: Tree: age = 66721, name = JnYdgylDEekabVW, GetQuotient = 0.13333333333333333
6260: Bush: month = Month.FEBRUARY, name = ECCeYFfGvfyMcItDLc, GetQuotient = 0.05555555555555555
6261: Flower: name = yBL, Type = Type.GARDEN, GetQuotient = 0.0
6262: Tree: age = 99564, name = JoIvdLnOBCmXwanBH, GetQuotient = 0.11764705882352941
6263: Bush: month = Month.APRIL, name = iNQdeWtiSwIdhg, GetQuotient = 0.21428571428571427
6264: Bush: month = Month.JUNE, name = Gr, GetQuotient = 0.0
6265: Tree: age = 96199, name = iz, GetQuotient = 0.5
6266: Bush: month = Month.NOVEMBER, name = Gf, GetQuotient = 0.0
6267: Flower: name = ufERgLsuSswQBjnVt, Type = Type.WILD, GetQuotient = 0.11764705882352941
6268: Bush: month = Month.DECEMBER, name = oNMlwwOrzVWYduV, GetQuotient = 0.13333333333333333
6269: Flower: name = Upcp, Type = Type.WILD, GetQuotient = 0.0
6270: Bush: month = Month.MARCH, name = yGBduXEdAGvQfLbFJqSE, GetQuotient = 0.05
6271: Tree: age = 1703, name = SwmXOcHJHFiqPyKlrz, GetQuotient = 0.05555555555555555
6272: Tree: age = 16338, name = bpfDPhJjDX, GetQuotient = 0.0
6273: Flower: name = wCgxcXcjcKeEjWF, Type = Type.WILD, GetQuotient = 0.06666666666666667
6274: Flower: name = sVXTAjtjzLTUDbOudEO, Type = Type.GARDEN, GetQuotient = 0.05263157894736842
6275: Tree: age = 31703, name = iXcQla, GetQuotient = 0.3333333333333333
6276: Flower: name = gYyVWAGzBPnTfJLXU, Type = Type.WILD, GetQuotient = 0.0
6277: Flower: name = LFttOoAUGoJLC, Type = Type.GARDEN, GetQuotient = 0.15384615384615385
6278: Flower: name = XaZXxlyRSJcWH, Type = Type.GARDEN, GetQuotient = 0.07692307692307693
6279: Bush: month = Month.APRIL, name = kUZPPnQ, GetQuotient = 0.0
6280: Tree: age = 23556, name = HzLZerK, GetQuotient = 0.14285714285714285
6281: Bush: month = Month.AUGUST, name = tvJkrHAppzdScd, GetQuotient = 0.0
