Sorted container:
Container is store 10000 plants:
0: Tree: age = 75372, name = a, GetQuotient = 1.0
4952: Flower: name = JtrFODwFvAQgta, Type = Type.HOUSE, GetQuotient = 0.07142857142857142
4953: Bush: month = Month.MAY, name = WqxJZNlYByagCK, GetQuotient = 0.07142857142857142
4954: Bush: month = Month.SEPTEMBER, name = mhFZrmsvyLvHis, GetQuotient = 0.07142857142857142
4955: Flower: name = rCdInbrTZOakns, Type = Type.GARDEN, GetQuotient = 0.07142857142857142
4956: Tree: age = 54235, name = phfnorZdCsyGfT, GetQuotient = 0.07142857142857142
4957: Bush: month = Month.DECEMBER, name = fUqBOnVTGujMFm, GetQuotient = 0.07142857142857142
4958: Flower: name = QyCFKPRnHBiIgK, Type = Type.HOUSE, GetQuotient = 0.07142857142857142
4959: Flower: name = llIMZvwEtyefqP, Type = Type.GARDEN, GetQuotient = 0.07142857142857142
4960: Bush: month = Month.NOVEMBER, name = BVrQbWWxNVihfZ, GetQuotient = 0.07142857142857142
4961: Bush: month = Month.AUGUST, name = tPnJIHnumcKvJN, GetQuotient = 0.07142857142857142
4962: Tree: age = 49041, name = xsTVQRsfExTfuq, GetQuotient = 0.07142857142857142
4963: Bush: month = Month.SEPTEMBER, name = HtrleZXckrRJdv, GetQuotient = 0.07142857142857142
4964: Tree: age = 83690, name = DUkGTfIRuLQHOO, GetQuotient = 0.07142857142857142
4965: Flower: name = NMtOvJwlaPrzPk, Type = Type.GARDEN, GetQuotient = 0.07142857142857142
4966: Flower: name = CayqpDbwXcgzpg, Type = Type.GARDEN, GetQuotient = 0.07142857142857142
4967: Bush: month = Month.JULY, name = fdNbvGLEmDSgeT, GetQuotient = 0.07142857142857142
4968: Bush: month = Month.FEBRUARY, name = zxrJOUYZrbymDu, GetQuotient = 0.07142857142857142
4969: Tree: age = 82372, name = qeRhgYBErGNGHy, GetQuotient = 0.07142857142857142
4970: Tree: age = 75936, name = sEtCHlnPihgmdy, GetQuotient = 0.07142857142857142
4971: Tree: age = 70320, name = OomsEhGYcmmpqU, GetQuotient = 0.07142857142857142
4972: Flower: name = vIoshsYZvtBExM, Type = Type.WILD, GetQuotient = 0.07142857142857142
4973: Tree: age = 75778, name = aQdDRLrbHgmtQh, GetQuotient = 0.07142857142857142
4974: Tree: age = 73505, name = TOgNYKeUFbbRIK, GetQuotient = 0.07142857142857142
4975: Bush: month = Month.NOVEMBER, name = qWhRvMHsPycmoc, GetQuotient = 0.07142857142857142
4976: Tree: age = 30593, name = AOWagXtmWvyVvs, GetQuotient = 0.07142857142857142
4977: Bush: month = Month.DECEMBER, name = qLgGOmUepTVytW, GetQuotient = 0.07142857142857142
4978: Tree: age = 17816, name = EkonIbhxppDpBP, GetQuotient = 0.07142857142857142
4979: Flower: name = NqTSoDmDOzcqAA, Type = Type.WILD, GetQuotient = 0.07142857142857142
4980: Tree: age = 17862, name = ZfzOufhgjXdAIZ, GetQuotient = 0.07142857142857142
4981: Bush: month = Month.APRIL, name = AoYOqrfCVUBIMU, GetQuotient = 0.07142857142857142
4982: Flower: name = kIcjVnopBJYfWT, Type = Type.GARDEN, GetQuotient = 0.07142857142857142
4983: Flower: name = YtqYamcywRtlfF, Type = Type.GARDEN, GetQuotient = 0.07142857142857142
4984: Flower: name = mxNZpnaAHTcNZW, Type = Type.WILD, GetQuotient = 0.07142857142857142
4985: Flower: name = qHgoOWJNBBqHQj, Type = Type.WILD, GetQuotient = 0.07142857142857142
4986: Bush: month = Month.OCTOBER, name = sCZADNVnENokSC, GetQuotient = 0.07142857142857142
4987: Flower: name = YxSqvAvDujrtAH, Type = Type.GARDEN, GetQuotient = 0.07142857142857142
4988: Tree: age = 58311, name = wpVmfmWQPOWSiY, GetQuotient = 0.07142857142857142
4989: Tree: age = 80237, name = xbywTKYoGsxvnk, GetQuotient = 0.07142857142857142
4990: Tree: age = 3897, name = pbWXTyzHdQPZang, GetQuotient = 0.06666666666666667
4991: Tree: age = 7924, name = DNkfvfAiHFrBTCN, GetQuotient = 0.06666666666666667
4992: Tree: age = 67657, name = tRCIGjdhoJXrXZh, GetQuotient = 0.06666666666666667
4993: Tree: age = 45911, name = mWNyRLxoNJfFGRV, GetQuotient = 0.06666666666666667
4994: Tree: age = 48115, name = ggqnoLxASwTcjLq, GetQuotient = 0.06666666666666667
4995: Bush: month = Month.SEPTEMBER, name = gIPYhgQlzjJQuIY, GetQuotient = 0.06666666666666667
4996: Bush: month = Month.OCTOBER, name = jPFEDVIzFVuATXt, GetQuotient = 0.06666666666666667
4997: Tree: age = 59412, name = DZjaqSlKvWrpEXh, GetQuotient = 0.06666666666666667
4998: Bush: month = Month.NOVEMBER, name = EhDhDCuqMVdUSmH, GetQuotient = 0.06666666666666667
4999: Bush: month = Month.OCTOBER, name = BoMvgWsIbMmFDFT, GetQuotient = 0.06666666666666667
5000: Tree: age = 26816, name = NJwFjMPqLPRSKiI, GetQuotient = 0.06666666666666667
5001: Bush: month = Month.APRIL, name = mUfRFjjzpALAaDM, GetQuotient = 0.06666666666666667
5002: Bush: month = Month.FEBRUARY, name = XaEZPgwWKFUSUHd, GetQuotient = 0.06666666666666667
5003: Bush: month = Month.MAY, name = wzGhPqwMBFQlxiG, GetQuotient = 0.06666666666666667
5004: Tree: age = 45196, name = hQEMkHmmNfuAOET, GetQuotient = 0.06666666666666667
5005: Tree: age = 50559, name = MYClqXtDYrurmCC, GetQuotient = 0.06666666666666667
5006: Tree: age = 77633, name = aETnMALYqHtxnyt, GetQuotient = 0.06666666666666667
5007: Tree: age = 32920, name = EwAqHdqSvwRhYuC, GetQuotient = 0.06666666666666667
5008: Tree: age = 90950, name = ZfgQnQHosHCdhkE, GetQuotient = 0.06666666666666667
5009: Tree: age = 57910, name = iJCEgWpPkzGCSMV, GetQuotient = 0.06666666666666667
5010: Flower: name = nocDOrsJAUhKwJQ, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5011: Tree: age = 67541, name = bBoxhjyhvvAtpYm, GetQuotient = 0.06666666666666667
5012: Flower: name = JJpsMgXLFcQeGCP, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5013: Flower: name = cLoBfcCjZpGdABU, Type = Type.WILD, GetQuotient = 0.06666666666666667
5014: Tree: age = 30866, name = rQVsFPbEoPrGfnn, GetQuotient = 0.06666666666666667
5015: Tree: age = 13506, name = MhpYOrnbOOUvmUe, GetQuotient = 0.06666666666666667
5016: Bush: month = Month.MAY, name = qmUYZzbqNiHYDEQ, GetQuotient = 0.06666666666666667
5017: Flower: name = FLnDVQDBdYwluwc, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5018: Flower: name = gRIBgUoCcQBVxxF, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5019: Bush: month = Month.JANUARY, name = tdljbCUmEcCSpLa, GetQuotient = 0.06666666666666667
5020: Bush: month = Month.AUGUST, name = mnidLCWXFMtsRrf, GetQuotient = 0.06666666666666667
5021: Flower: name = zedWmThKmSmGKYH, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5022: Bush: month = Month.MARCH, name = KGIChoLtsOLlXmt, GetQuotient = 0.06666666666666667
5023: Tree: age = 46504, name = SFfiRHTmlFwymMm, GetQuotient = 0.06666666666666667
5024: Bush: month = Month.MARCH, name = bBHYmQUVRPYavLn, GetQuotient = 0.06666666666666667
5025: Flower: name = yvAJQAsDJUPqezv, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5026: Bush: month = Month.JUNE, name = bdIbkDtuYSWEQKt, GetQuotient = 0.06666666666666667
5027: Bush: month = Month.JULY, name = qDLdeqTpFDgGHzE, GetQuotient = 0.06666666666666667
5028: Tree: age = 92756, name = HaypsSPmVNfmstx, GetQuotient = 0.06666666666666667
5029: Flower: name = QWQIvluhBcOkUbM, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5030: Bush: month = Month.FEBRUARY, name = bySMIgNgPAudLtm, GetQuotient = 0.06666666666666667
5031: Bush: month = Month.DECEMBER, name = ySXwsjcmoKIVhpQ, GetQuotient = 0.06666666666666667
5032: Flower: name = xQLtUimcBcFnUCp, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5033: Bush: month = Month.APRIL, name = UdmfRfKbFbJedUZ, GetQuotient = 0.06666666666666667
5034: Bush: month = Month.JULY, name = nwNhMeZAnAVPWFA, GetQuotient = 0.06666666666666667
5035: Bush: month = Month.MAY, name = vErINtgfDosGfdT, GetQuotient = 0.06666666666666667
5036: Bush: month = Month.JANUARY, name = rwGbCTJAOcTOzaD, GetQuotient = 0.06666666666666667
5037: Bush: month = Month.APRIL, name = mXlqqftjZmRvosy, GetQuotient = 0.06666666666666667
5038: Tree: age = 89072, name = ungfqMYtEkslSLN, GetQuotient = 0.06666666666666667
5039: Tree: age = 4552, name = WzjZwihFCkKmBOl, GetQuotient = 0.06666666666666667
5040: Tree: age = 64812, name = swPLMpPYuZTZrRN, GetQuotient = 0.06666666666666667
5041: Tree: age = 35684, name = zdJEiLCGhmCLyRS, GetQuotient = 0.06666666666666667
5042: Tree: age = 43886, name = yVjpiWFMMJfHUGs, GetQuotient = 0.06666666666666667
5043: Flower: name = RwguXNIUdbbdtjw, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5044: Bush: month = Month.JUNE, name = QjeTvWrQcDVKDXZ, GetQuotient = 0.06666666666666667
5045: Tree: age = 41749, name = ewhAMtCNOMTqWtk, GetQuotient = 0.06666666666666667
5046: Flower: name = ynQfPqTntNiKbsc, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5047: Flower: name = SdpbQcWtjwRkQWi, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5048: Flower: name = chDkAbtzWChizqv, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5049: Bush: month = Month.FEBRUARY, name = zQrxqhnklLkannc, GetQuotient = 0.06666666666666667
5050: Tree: age = 77299, name = eSDZyJyDwkbSKdc, GetQuotient = 0.06666666666666667
5051: Flower: name = DbzOfdmGBLyMMVa, Type = Type.WILD, GetQuotient = 0.06666666666666667
5052: Flower: name = rKWsvFwqXDQmMDa, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5053: Tree: age = 84656, name = bWhKOWFhIaVLdNk, GetQuotient = 0.06666666666666667
5054: Flower: name = TxjfIBxxziwKSmX, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5055: Tree: age = 49199, name = WGZPFbHsVMAqerW, GetQuotient = 0.06666666666666667
5056: Flower: name = gNgeOMlFKfHIjwV, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5057: Tree: age = 37316, name = pQZqSNbZZEXaxTs, GetQuotient = 0.06666666666666667
5058: Tree: age = 59388, name = IVbmbwbMoytzpft, GetQuotient = 0.06666666666666667
5059: Flower: name = WFUWYesKUUqxVfx, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5060: Tree: age = 46864, name = ZZYAdAvlVYEVvje, GetQuotient = 0.06666666666666667
5061: Bush: month = Month.SEPTEMBER, name = gVFoUmqTExMjzIz, GetQuotient = 0.06666666666666667
5062: Bush: month = Month.APRIL, name = XEyGrPRirAEzHmw, GetQuotient = 0.06666666666666667
5063: Bush: month = Month.MAY, name = wwccmEgezUKrJQK, GetQuotient = 0.06666666666666667
5064: Flower: name = mxAmMzfSdrBDQVi, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5065: Bush: month = Month.AUGUST, name = MbAcwLyUZWrBknu, GetQuotient = 0.06666666666666667
5066: Bush: month = Month.DECEMBER, name = kxPhCPOfRuyEKxd, GetQuotient = 0.06666666666666667
5067: Tree: age = 59479, name = DDhAtOHbnCyRCom, GetQuotient = 0.06666666666666667
5068: Flower: name = nxhpLChCVjiXEcQ, Type = Type.WILD, GetQuotient = 0.06666666666666667
5069: Bush: month = Month.MARCH, name = IVFqbHXYccKHunk, GetQuotient = 0.06666666666666667
5070: Flower: name = FXNZCwHPzlCuGML, Type = Type.WILD, GetQuotient = 0.06666666666666667
5071: Flower: name = qapLmdMvcRDdVTP, Type = Type.WILD, GetQuotient = 0.06666666666666667
5072: Bush: month = Month.FEBRUARY, name = BLVImTtAYrkEuvc, GetQuotient = 0.06666666666666667
5073: Flower: name = bsTtfNadIAkBZtK, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5074: Bush: month = Month.APRIL, name = KqRGvoEERgFrpZS, GetQuotient = 0.06666666666666667
5075: Flower: name = WRSovzhLzyrmYjK, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5076: Tree: age = 22177, name = jreCOhqnXDwPwFZ, GetQuotient = 0.06666666666666667
5077: Flower: name = pIJeJqcEPSVsFgU, Type = Type.WILD, GetQuotient = 0.06666666666666667
5078: Flower: name = sPeGEPItnOZQcAt, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5079: Bush: month = Month.SEPTEMBER, name = GcSDfJPRYkdQyga, GetQuotient = 0.06666666666666667
5080: Flower: name = nijqXmWMpvyJlUc, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5081: Tree: age = 55556, name = QTGrRinyTRwnYIW, GetQuotient = 0.06666666666666667
5082: Bush: month = Month.OCTOBER, name = YAIkGSXDLaPzUEH, GetQuotient = 0.06666666666666667
5083: Tree: age = 89485, name = jVZlqwJgBVxinZp, GetQuotient = 0.06666666666666667
5084: Bush: month = Month.OCTOBER, name = IHARGmfVsgVhaWO, GetQuotient = 0.06666666666666667
5085: Tree: age = 6721, name = MflOdHBxhdwrdVu, GetQuotient = 0.06666666666666667
5086: Tree: age = 78291, name = nHirOnMdWThOUBN, GetQuotient = 0.06666666666666667
5087: Bush: month = Month.AUGUST, name = CkHSAbolmIjAIhn, GetQuotient = 0.06666666666666667
5088: Bush: month = Month.JUNE, name = xgOApJGWeVdzxdB, GetQuotient = 0.06666666666666667
5089: Tree: age = 79077, name = AJRewSdYDOlygFr, GetQuotient = 0.06666666666666667
5090: Bush: month = Month.MAY, name = ucGNNJcBWzIBtWO, GetQuotient = 0.06666666666666667
5091: Flower: name = PZWUWdPjaMhLvRr, Type = Type.WILD, GetQuotient = 0.06666666666666667
5092: Flower: name = swhshzezzDYzjnr, Type = Type.WILD, GetQuotient = 0.06666666666666667
5093: Flower: name = zKjCIRpyrIcYarw, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5094: Bush: month = Month.MAY, name = fRLMJgDoShMkOLX, GetQuotient = 0.06666666666666667
5095: Flower: name = BlEdXnlKvnCumCX, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5096: Bush: month = Month.JULY, name = pbqbvRqkZySsIxo, GetQuotient = 0.06666666666666667
5097: Tree: age = 16277, name = pfpWgCrFKPzPiyt, GetQuotient = 0.06666666666666667
5098: Tree: age = 79313, name = XKrQdRPSdaUybyw, GetQuotient = 0.06666666666666667
5099: Flower: name = wCgxcXcjcKeEjWF, Type = Type.WILD, GetQuotient = 0.06666666666666667
5100: Tree: age = 69891, name = JpasqypxvnAOfRN, GetQuotient = 0.06666666666666667
5101: Tree: age = 66334, name = kSRyILAUvusCdPf, GetQuotient = 0.06666666666666667
5102: Tree: age = 68806, name = KfFOSDPmkthMiYq, GetQuotient = 0.06666666666666667
5103: Bush: month = Month.MARCH, name = UmHPsIPOfachqmc, GetQuotient = 0.06666666666666667
5104: Flower: name = fAmewbTcxQAqROh, Type = Type.WILD, GetQuotient = 0.06666666666666667
5105: Flower: name = XcgLSepdWXOgPdb, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5106: Tree: age = 1090, name = cgGpgTpsNeTVBYb, GetQuotient = 0.06666666666666667
5107: Flower: name = TirQpLkKQMDsBMI, Type = Type.WILD, GetQuotient = 0.06666666666666667
5108: Flower: name = JYPNMTEabmsImGI, Type = Type.WILD, GetQuotient = 0.06666666666666667
5109: Bush: month = Month.MARCH, name = FdJvxUGYxlyatnJ, GetQuotient = 0.06666666666666667
5110: Bush: month = Month.MARCH, name = YLFDifRmXSdZKcY, GetQuotient = 0.06666666666666667
5111: Flower: name = xqLJyleJUBSwXIh, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5112: Bush: month = Month.OCTOBER, name = WdXceyTCdZcVgNp, GetQuotient = 0.06666666666666667
5113: Bush: month = Month.MAY, name = VJQmFzzKNatwBzK, GetQuotient = 0.06666666666666667
5114: Flower: name = DCmdMkyNUeRkQED, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5115: Tree: age = 90534, name = yhCiCXFVTCqmCzR, GetQuotient = 0.06666666666666667
5116: Bush: month = Month.JUNE, name = qXGYFoWnqSjVgLT, GetQuotient = 0.06666666666666667
5117: Tree: age = 91594, name = PVVbWGmCuBGvhXZ, GetQuotient = 0.06666666666666667
5118: Flower: name = JZZVEcrFyHaJXQN, Type = Type.WILD, GetQuotient = 0.06666666666666667
5119: Tree: age = 91051, name = gBUgCnPdtWBemKw, GetQuotient = 0.06666666666666667
5120: Tree: age = 69666, name = kOKKkofpMIzUTBt, GetQuotient = 0.06666666666666667
5121: Flower: name = AvQLCREfgUKVmoc, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5122: Bush: month = Month.DECEMBER, name = XHzwgRnluEZqBWZ, GetQuotient = 0.06666666666666667
5123: Flower: name = hBSyFzZXQVteFwb, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5124: Tree: age = 56770, name = OtghXDqylMIaBEv, GetQuotient = 0.06666666666666667
5125: Bush: month = Month.DECEMBER, name = FXVqfCZkyrteyUG, GetQuotient = 0.06666666666666667
5126: Bush: month = Month.DECEMBER, name = JJbMWeVxAABMfrT, GetQuotient = 0.06666666666666667
5127: Bush: month = Month.DECEMBER, name = NHkdmXNNEWYaCOR, GetQuotient = 0.06666666666666667
5128: Tree: age = 30446, name = cqKpERlcQftLqOi, GetQuotient = 0.06666666666666667
5129: Tree: age = 63763, name = wDPiOYVpBdyDzQj, GetQuotient = 0.06666666666666667
5130: Bush: month = Month.AUGUST, name = KfxmUFbEKciZdhP, GetQuotient = 0.06666666666666667
5131: Tree: age = 62766, name = BzXdZrLmObaOFWQ, GetQuotient = 0.06666666666666667
5132: Tree: age = 39283, name = rNeDIBkHMRdFclY, GetQuotient = 0.06666666666666667
5133: Bush: month = Month.JANUARY, name = tJzLanqjJqDZmUq, GetQuotient = 0.06666666666666667
5134: Tree: age = 94006, name = xCHbMWcqpUVdneA, GetQuotient = 0.06666666666666667
5135: Tree: age = 39769, name = OKKZXDJTSIsgaJn, GetQuotient = 0.06666666666666667
5136: Flower: name = SJlYRLYqBNmUlol, Type = Type.WILD, GetQuotient = 0.06666666666666667
5137: Flower: name = kIWsWTSwYtSuqHX, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5138: Flower: name = HWXBQKvTUayQLGI, Type = Type.WILD, GetQuotient = 0.06666666666666667
5139: Tree: age = 3716, name = WopQWBEDypNWWMF, GetQuotient = 0.06666666666666667
5140: Flower: name = xPUmwpbeDwxNyMh, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5141: Bush: month = Month.MARCH, name = WLjvfedPZhNVASI, GetQuotient = 0.06666666666666667
5142: Tree: age = 24289, name = scwLTJVSJHuvbmN, GetQuotient = 0.06666666666666667
5143: Bush: month = Month.SEPTEMBER, name = urLQTQWGNLyJjMH, GetQuotient = 0.06666666666666667
5144: Flower: name = VtdRwnMAnpbYaBQ, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5145: Bush: month = Month.NOVEMBER, name = BzmdSbYMlECjUuC, GetQuotient = 0.06666666666666667
5146: Tree: age = 78303, name = BVHqxjQJufMOWKm, GetQuotient = 0.06666666666666667
5147: Bush: month = Month.APRIL, name = FrbVACcKAloHyST, GetQuotient = 0.06666666666666667
5148: Flower: name = RbTmKrQjQZaGfSE, Type = Type.WILD, GetQuotient = 0.06666666666666667
5149: Bush: month = Month.MAY, name = RLvALAfCgTvuUIF, GetQuotient = 0.06666666666666667
5150: Tree: age = 43116, name = LvmiLSrdLAAkywn, GetQuotient = 0.06666666666666667
5151: Bush: month = Month.OCTOBER, name = uQbwUZEqAqlbzrM, GetQuotient = 0.06666666666666667
5152: Bush: month = Month.MAY, name = hZhDOqnUTWHavpq, GetQuotient = 0.06666666666666667
5153: Tree: age = 91490, name = XFvKBuTCqSKhOHH, GetQuotient = 0.06666666666666667
5154: Bush: month = Month.JUNE, name = XIqFwWiEGfMMdmY, GetQuotient = 0.06666666666666667
5155: Flower: name = FjTziPCdkBjgXYK, Type = Type.WILD, GetQuotient = 0.06666666666666667
5156: Bush: month = Month.MAY, name = fKNmGyDQlaJSqFm, GetQuotient = 0.06666666666666667
5157: Tree: age = 50926, name = UgsGObxflZYLGKi, GetQuotient = 0.06666666666666667
5158: Flower: name = CSNWfwWipcYtdIL, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5159: Flower: name = eWQqxItqRcBPlJF, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5160: Tree: age = 67204, name = qOypgJWWKFKlAke, GetQuotient = 0.06666666666666667
5161: Bush: month = Month.NOVEMBER, name = GbKjDNWiSEzqDfw, GetQuotient = 0.06666666666666667
5162: Flower: name = xzJhiLmjNIVKALw, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5163: Flower: name = HgfFeIhErGMgKgF, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5164: Bush: month = Month.MARCH, name = WXRJUMZkMvOceOw, GetQuotient = 0.06666666666666667
5165: Bush: month = Month.MARCH, name = QFpnenthpYCBPMV, GetQuotient = 0.06666666666666667
5166: Tree: age = 63117, name = xAFYecfcbBqrbvt, GetQuotient = 0.06666666666666667
5167: Bush: month = Month.MAY, name = PrUAGBtpmyWerOU, GetQuotient = 0.06666666666666667
5168: Flower: name = bFGWkIuykYxHdgs, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5169: Tree: age = 69865, name = JiKAPNRmATtmbhC, GetQuotient = 0.06666666666666667
5170: Flower: name = XLKBtMcmiOwLAkW, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5171: Flower: name = QandtcKAZUwkZcq, Type = Type.WILD, GetQuotient = 0.06666666666666667
5172: Tree: age = 72976, name = iHyPNVBcPItPFOP, GetQuotient = 0.06666666666666667
5173: Flower: name = qfycARwQzgLhQTe, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
5174: Bush: month = Month.JANUARY, name = asBvHXIGvlWwJxp, GetQuotient = 0.06666666666666667
5175: Flower: name = MbCwNZpTgbLfiYP, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5176: Bush: month = Month.JULY, name = cSlzKKqalKlDRVd, GetQuotient = 0.06666666666666667
5177: Bush: month = Month.NOVEMBER, name = GIXXbGOmFVymoIA, GetQuotient = 0.06666666666666667
5178: Flower: name = IfgIZgSNkCetrwr, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
5179: Tree: age = 11494, name = NobngCbsjOXSBKEO, GetQuotient = 0.0625
5180: Tree: age = 75262, name = xGoBZvxlGDkWpcJW, GetQuotient = 0.0625
5181: Bush: month = Month.DECEMBER, name = hBrmwiswHRyXXdzB, GetQuotient = 0.0625
5182: Flower: name = yaGLQyCkMKmrfQSt, Type = Type.WILD, GetQuotient = 0.0625
5183: Flower: name = ZAwDHilRPXlHqsdr, Type = Type.WILD, GetQuotient = 0.0625
5184: Bush: month = Month.JANUARY, name = pJMpnbvdPwcivjbx, GetQuotient = 0.0625
5185: Bush: month = Month.FEBRUARY, name = gImwTBUBBkWoFnIR, GetQuotient = 0.0625
5186: Tree: age = 54084, name = oFcOCVPKROXJmDPA, GetQuotient = 0.0625
5187: Flower: name = BIjPjGoVmsAGfTEc, Type = Type.HOUSE, GetQuotient = 0.0625
5188: Bush: month = Month.NOVEMBER, name = ywWhPSXuCymhmpBN, GetQuotient = 0.0625
5189: Tree: age = 59902, name = bCJQVyVuIykJbLME, GetQuotient = 0.0625
5190: Tree: age = 20414, name = yylJgmLABsKHiYVM, GetQuotient = 0.0625
5191: Flower: name = gdUyyjQukZmdPwDf, Type = Type.WILD, GetQuotient = 0.0625
5192: Bush: month = Month.JUNE, name = uHFONbXCxIMSfyZO, GetQuotient = 0.0625
5193: Bush: month = Month.AUGUST, name = vOUMcglrxlvIaOyG, GetQuotient = 0.0625
5194: Tree: age = 46567, name = zgGUTwwGhdwAAiRH, GetQuotient = 0.0625
5195: Bush: month = Month.APRIL, name = RUiWWXyDrOOPCrjs, GetQuotient = 0.0625
5196: Bush: month = Month.FEBRUARY, name = bwLFOdvgaxRXOyTV, GetQuotient = 0.0625
5197: Flower: name = TvsTyQtNFExusQgA, Type = Type.HOUSE, GetQuotient = 0.0625
5198: Flower: name = RVPFnnHOXZwLYeFY, Type = Type.HOUSE, GetQuotient = 0.0625
5199: Flower: name = DbRdfQwuEYkVTgsU, Type = Type.GARDEN, GetQuotient = 0.0625
5200: Flower: name = kylxKRhWrLVvSihH, Type = Type.WILD, GetQuotient = 0.0625
5201: Bush: month = Month.AUGUST, name = rRhkUGiSOEvtlDQx, GetQuotient = 0.0625
5202: Bush: month = Month.JUNE, name = XMklQAYaltAAvkAb, GetQuotient = 0.0625
5203: Flower: name = SwFJYcCDADyovsqR, Type = Type.HOUSE, GetQuotient = 0.0625
5204: Flower: name = IyBtWbBMsTOeVjEZ, Type = Type.GARDEN, GetQuotient = 0.0625
5205: Tree: age = 93636, name = XdPFmYgHLIbWlTHe, GetQuotient = 0.0625
5206: Bush: month = Month.MARCH, name = IKdgRODmKGYuOBEx, GetQuotient = 0.0625
5207: Flower: name = WBxyIKbTYJWkowhl, Type = Type.HOUSE, GetQuotient = 0.0625
5208: Tree: age = 22056, name = CaNQGhIKljlwNhft, GetQuotient = 0.0625
5209: Tree: age = 52634, name = MNIxfINgeKKmysZj, GetQuotient = 0.0625
5210: Flower: name = UUlNKwkWxJoQhGmk, Type = Type.HOUSE, GetQuotient = 0.0625
5211: Bush: month = Month.AUGUST, name = PglAUlyOMljKiFgI, GetQuotient = 0.0625
5212: Tree: age = 976, name = bbCfJagMcFjOkDFJ, GetQuotient = 0.0625
5213: Bush: month = Month.JUNE, name = IUcLvLkjLeKJWgdr, GetQuotient = 0.0625
5214: Bush: month = Month.OCTOBER, name = ICzKiyrStlfncJns, GetQuotient = 0.0625
5215: Flower: name = LGgIcuMCtzlfktqg, Type = Type.GARDEN, GetQuotient = 0.0625
5216: Tree: age = 51386, name = CIAnJSftUlRFcUeh, GetQuotient = 0.0625
5217: Bush: month = Month.FEBRUARY, name = WJvYEJBrNuOYFVRw, GetQuotient = 0.0625
5218: Flower: name = YnkeBkMpDjBJYGSX, Type = Type.WILD, GetQuotient = 0.0625
5219: Bush: month = Month.MAY, name = tAdZlJdXamWsZFEz, GetQuotient = 0.0625
5220: Bush: month = Month.MARCH, name = KbiXSQWFADhCbdBh, GetQuotient = 0.0625
5221: Bush: month = Month.NOVEMBER, name = mOwBsVLjrhqxKRGu, GetQuotient = 0.0625
5222: Tree: age = 85184, name = cOrwGUMDMknlaCmH, GetQuotient = 0.0625
5223: Bush: month = Month.AUGUST, name = XiPcYMxtKsKqdFUC, GetQuotient = 0.0625
5224: Flower: name = waOyCHyUhTOdBbIM, Type = Type.WILD, GetQuotient = 0.0625
5225: Bush: month = Month.FEBRUARY, name = gifJAPfABybpcqhr, GetQuotient = 0.0625
5226: Flower: name = vOGnyMsVOBViIVNd, Type = Type.WILD, GetQuotient = 0.0625
5227: Flower: name = zdyXkEwguvpmdMpc, Type = Type.GARDEN, GetQuotient = 0.0625
5228: Bush: month = Month.SEPTEMBER, name = PfYxlfeWBbjrJCvr, GetQuotient = 0.0625
5229: Bush: month = Month.SEPTEMBER, name = qzbFqJHTSmEziMTX, GetQuotient = 0.0625
5230: Tree: age = 9862, name = UySTLqJVMlDbhKXo, GetQuotient = 0.0625
