Sorted container:
Container is store 1000 plants:
0: Bush: month = Month.SEPTEMBER, name = a, GetQuotient = 1.0
613: Tree: age = 33445, name = TpGfVAXwKyE, GetQuotient = 0.0
614: Bush: month = Month.MARCH, name = rHXRgTQD, GetQuotient = 0.0
615: Tree: age = 5613, name = XXrnCsjG, GetQuotient = 0.0
616: Bush: month = Month.JANUARY, name = byryUZb, GetQuotient = 0.0
617: Flower: name = GA, Type = Type.GARDEN, GetQuotient = 0.0
618: Bush: month = Month.NOVEMBER, name = lY, GetQuotient = 0.0
619: Tree: age = 72818, name = YMr, GetQuotient = 0.0
620: Flower: name = KTLhUNmczy, Type = Type.WILD, GetQuotient = 0.0
621: Tree: age = 24522, name = vXUqtDMILvkUhLdrdUX, GetQuotient = 0.0
622: Flower: name = RcXwTQZUrMyN, Type = Type.WILD, GetQuotient = 0.0
623: Tree: age = 70945, name = HcHBOfylJPnYtwpk, GetQuotient = 0.0
624: Bush: month = Month.MAY, name = jYTEIApENWOnSYMd, GetQuotient = 0.0
625: Flower: name = tsFVbg, Type = Type.GARDEN, GetQuotient = 0.0
626: Flower: name = vSZtWFCKjsPr, Type = Type.GARDEN, GetQuotient = 0.0
627: Tree: age = 46131, name = bBbHMYlGIxlmVF, GetQuotient = 0.0
628: Flower: name = hvYtUx, Type = Type.HOUSE, GetQuotient = 0.0
629: Bush: month = Month.JULY, name = t, GetQuotient = 0.0
630: Flower: name = EWIzdtxQUqyYLhPTl, Type = Type.GARDEN, GetQuotient = 0.0
631: Tree: age = 40178, name = jBhDRCDkXwMHJYbJDF, GetQuotient = 0.0
632: Tree: age = 37382, name = hFc, GetQuotient = 0.0
633: Flower: name = ys, Type = Type.HOUSE, GetQuotient = 0.0
634: Flower: name = cRrE, Type = Type.HOUSE, GetQuotient = 0.0
635: Bush: month = Month.AUGUST, name = QpxWg, GetQuotient = 0.0
636: Tree: age = 7062, name = h, GetQuotient = 0.0
637: Flower: name = dgwORHVQK, Type = Type.GARDEN, GetQuotient = 0.0
638: Tree: age = 32268, name = Arp, GetQuotient = 0.0
639: Tree: age = 32732, name = vgRXSgDOZjgzfU, GetQuotient = 0.0
640: Flower: name = OjEmngVzlAPUv, Type = Type.WILD, GetQuotient = 0.0
641: Flower: name = myYYGyXJM, Type = Type.HOUSE, GetQuotient = 0.0
642: Tree: age = 95813, name = OVnYgZjSJXZOvDRqR, GetQuotient = 0.0
643: Flower: name = mBHOYT, Type = Type.WILD, GetQuotient = 0.0
644: Bush: month = Month.DECEMBER, name = KZlWJVXZpn, GetQuotient = 0.0
645: Bush: month = Month.JUNE, name = kkAfMP, GetQuotient = 0.0
646: Bush: month = Month.JULY, name = KdY, GetQuotient = 0.0
647: Flower: name = HjMpWkyyUxcKlkQVv, Type = Type.HOUSE, GetQuotient = 0.0
648: Tree: age = 38251, name = lxPksOSyU, GetQuotient = 0.0
649: Flower: name = mQNqq, Type = Type.WILD, GetQuotient = 0.0
650: Bush: month = Month.DECEMBER, name = yFcq, GetQuotient = 0.0
651: Tree: age = 57361, name = XrJnZP, GetQuotient = 0.0
652: Flower: name = K, Type = Type.WILD, GetQuotient = 0.0
653: Bush: month = Month.MARCH, name = IRBrBEvTWOWRsWB, GetQuotient = 0.0
654: Bush: month = Month.APRIL, name = xP, GetQuotient = 0.0
655: Flower: name = Ary, Type = Type.WILD, GetQuotient = 0.0
656: Bush: month = Month.NOVEMBER, name = VNpgs, GetQuotient = 0.0
657: Flower: name = xKzN, Type = Type.HOUSE, GetQuotient = 0.0
658: Tree: age = 32697, name = Lw, GetQuotient = 0.0
659: Flower: name = Dbz, Type = Type.WILD, GetQuotient = 0.0
660: Bush: month = Month.JANUARY, name = PQIlGJWhQbGD, GetQuotient = 0.0
661: Tree: age = 69455, name = cYnqgvc, GetQuotient = 0.0
662: Flower: name = CFLJEyWw, Type = Type.HOUSE, GetQuotient = 0.0
663: Tree: age = 51972, name = JVhG, GetQuotient = 0.0
664: Bush: month = Month.NOVEMBER, name = AJmhKYLCIvmnVdlsDGqI, GetQuotient = 0.0
665: Bush: month = Month.JULY, name = mFVAG, GetQuotient = 0.0
666: Tree: age = 19909, name = P, GetQuotient = 0.0
667: Flower: name = EVvjRd, Type = Type.WILD, GetQuotient = 0.0
668: Flower: name = wnHSGv, Type = Type.GARDEN, GetQuotient = 0.0
669: Bush: month = Month.JUNE, name = qGTNH, GetQuotient = 0.0
670: Bush: month = Month.NOVEMBER, name = N, GetQuotient = 0.0
671: Tree: age = 92435, name = CkBlWZrC, GetQuotient = 0.0
672: Tree: age = 7555, name = B, GetQuotient = 0.0
673: Tree: age = 1741, name = slII, GetQuotient = 0.0
674: Bush: month = Month.JUNE, name = POMKNK, GetQuotient = 0.0
675: Bush: month = Month.JUNE, name = LlqKxLRBKJ, GetQuotient = 0.0
676: Bush: month = Month.JANUARY, name = RIPwkvlUhWgjBJdEHPK, GetQuotient = 0.0
677: Flower: name = ZlRlGnjrXXf, Type = Type.HOUSE, GetQuotient = 0.0
678: Bush: month = Month.DECEMBER, name = UxZmyAAmI, GetQuotient = 0.0
679: Tree: age = 68067, name = OYSMhfbqZqTfTYhJy, GetQuotient = 0.0
680: Flower: name = Tt, Type = Type.HOUSE, GetQuotient = 0.0
681: Flower: name = VF, Type = Type.GARDEN, GetQuotient = 0.0
682: Bush: month = Month.NOVEMBER, name = jx, GetQuotient = 0.0
683: Flower: name = sxGZYcs, Type = Type.HOUSE, GetQuotient = 0.0
684: Bush: month = Month.FEBRUARY, name = BQwJIzbmz, GetQuotient = 0.0
685: Flower: name = O, Type = Type.GARDEN, GetQuotient = 0.0
686: Flower: name = SDWJEbZZzqX, Type = Type.WILD, GetQuotient = 0.0
687: Bush: month = Month.JANUARY, name = qJIb, GetQuotient = 0.0
688: Flower: name = xACCSrBzCqDNvKx, Type = Type.HOUSE, GetQuotient = 0.0
689: Tree: age = 44642, name = X, GetQuotient = 0.0
690: Tree: age = 80541, name = KSJO, GetQuotient = 0.0
691: Bush: month = Month.SEPTEMBER, name = OnkbwkgDOZ, GetQuotient = 0.0
692: Flower: name = dZfHTlrIKOTyFngLqhCE, Type = Type.HOUSE, GetQuotient = 0.0
693: Bush: month = Month.AUGUST, name = CFkYh, GetQuotient = 0.0
694: Bush: month = Month.APRIL, name = FPnX, GetQuotient = 0.0
695: Flower: name = w, Type = Type.WILD, GetQuotient = 0.0
696: Tree: age = 85858, name = P, GetQuotient = 0.0
697: Tree: age = 48923, name = TAQDATY, GetQuotient = 0.0
698: Tree: age = 54259, name = YlRW, GetQuotient = 0.0
699: Tree: age = 6369, name = QjrMvGrqsRHQPlhdsS, GetQuotient = 0.0
700: Flower: name = P, Type = Type.GARDEN, GetQuotient = 0.0
701: Flower: name = b, Type = Type.GARDEN, GetQuotient = 0.0
702: Bush: month = Month.JUNE, name = sdBfM, GetQuotient = 0.0
703: Flower: name = N, Type = Type.WILD, GetQuotient = 0.0
704: Bush: month = Month.SEPTEMBER, name = jVknFTqTb, GetQuotient = 0.0
705: Bush: month = Month.APRIL, name = ZsHdkTtzYv, GetQuotient = 0.0
706: Tree: age = 9469, name = CfBD, GetQuotient = 0.0
707: Flower: name = JVlSTKSAnyqb, Type = Type.HOUSE, GetQuotient = 0.0
708: Bush: month = Month.JUNE, name = kvkZcpKndjYR, GetQuotient = 0.0
709: Flower: name = BgzrrLxvQhN, Type = Type.WILD, GetQuotient = 0.0
710: Flower: name = KybDRIIzBUlD, Type = Type.GARDEN, GetQuotient = 0.0
711: Bush: month = Month.FEBRUARY, name = DXPXxnQmHcsArKUHx, GetQuotient = 0.0
712: Tree: age = 12873, name = lwXtbl, GetQuotient = 0.0
713: Tree: age = 44721, name = xKtmxz, GetQuotient = 0.0
714: Bush: month = Month.MARCH, name = jnACCRm, GetQuotient = 0.0
715: Tree: age = 53983, name = b, GetQuotient = 0.0
716: Flower: name = rCSzht, Type = Type.HOUSE, GetQuotient = 0.0
717: Bush: month = Month.SEPTEMBER, name = tEjJFJGjSXmT, GetQuotient = 0.0
718: Bush: month = Month.NOVEMBER, name = mQrx, GetQuotient = 0.0
719: Flower: name = VcXjU, Type = Type.WILD, GetQuotient = 0.0
720: Flower: name = OCWQpnsvQj, Type = Type.HOUSE, GetQuotient = 0.0
721: Bush: month = Month.JANUARY, name = EmkDXW, GetQuotient = 0.0
722: Tree: age = 49444, name = C, GetQuotient = 0.0
723: Bush: month = Month.FEBRUARY, name = JPq, GetQuotient = 0.0
724: Tree: age = 39914, name = s, GetQuotient = 0.0
725: Tree: age = 66751, name = cTSgJwR, GetQuotient = 0.0
726: Bush: month = Month.FEBRUARY, name = LVbI, GetQuotient = 0.0
727: Flower: name = kjG, Type = Type.WILD, GetQuotient = 0.0
728: Tree: age = 56671, name = Rp, GetQuotient = 0.0
729: Bush: month = Month.FEBRUARY, name = ZkfGLVqTcNdYQWAnPX, GetQuotient = 0.0
730: Flower: name = q, Type = Type.HOUSE, GetQuotient = 0.0
731: Flower: name = DczGVRQ, Type = Type.HOUSE, GetQuotient = 0.0
732: Bush: month = Month.OCTOBER, name = KjH, GetQuotient = 0.0
733: Flower: name = WmmgwWxmyWFrtfMy, Type = Type.GARDEN, GetQuotient = 0.0
734: Tree: age = 73193, name = FEEnmbj, GetQuotient = 0.0
735: Bush: month = Month.FEBRUARY, name = fhKjDtnmqWRDtN, GetQuotient = 0.0
736: Flower: name = BGg, Type = Type.HOUSE, GetQuotient = 0.0
737: Tree: age = 37385, name = In, GetQuotient = 0.0
738: Bush: month = Month.JANUARY, name = XxKgrtkmSIkDc, GetQuotient = 0.0
739: Bush: month = Month.MAY, name = UlrNWrErVn, GetQuotient = 0.0
740: Bush: month = Month.JULY, name = kSUZsrtCPbQpgkCcRz, GetQuotient = 0.0
741: Tree: age = 64713, name = mEQwDnSVShGnnzUY, GetQuotient = 0.0
742: Tree: age = 64546, name = fmLFA, GetQuotient = 0.0
743: Flower: name = hVZ, Type = Type.HOUSE, GetQuotient = 0.0
744: Flower: name = G, Type = Type.GARDEN, GetQuotient = 0.0
745: Tree: age = 84186, name = kMTVJrFR, GetQuotient = 0.0
746: Bush: month = Month.NOVEMBER, name = fZvlq, GetQuotient = 0.0
747: Tree: age = 78354, name = c, GetQuotient = 0.0
748: Tree: age = 18041, name = CHPAlkIHmpKXTmg, GetQuotient = 0.0
749: Flower: name = SpPbf, Type = Type.WILD, GetQuotient = 0.0
750: Bush: month = Month.JULY, name = JfwxT, GetQuotient = 0.0
751: Bush: month = Month.FEBRUARY, name = MQdEvbZfJIEZEExNSIU, GetQuotient = 0.0
752: Flower: name = zZ, Type = Type.HOUSE, GetQuotient = 0.0
753: Bush: month = Month.MAY, name = jkLhJ, GetQuotient = 0.0
754: Bush: month = Month.MAY, name = vrUBZclltITcLn, GetQuotient = 0.0
755: Tree: age = 52926, name = wTZRFDcVUFAvktRd, GetQuotient = 0.0
756: Tree: age = 79019, name = DWCHxDM, GetQuotient = 0.0
757: Flower: name = nn, Type = Type.WILD, GetQuotient = 0.0
758: Bush: month = Month.AUGUST, name = GUVhvpSvjjRB, GetQuotient = 0.0
759: Bush: month = Month.OCTOBER, name = k, GetQuotient = 0.0
760: Bush: month = Month.NOVEMBER, name = MEIZMzHZRyrbfJy, GetQuotient = 0.0
761: Flower: name = s, Type = Type.WILD, GetQuotient = 0.0
762: Tree: age = 73015, name = JyPSKJjTWFTF, GetQuotient = 0.0
763: Bush: month = Month.JULY, name = x, GetQuotient = 0.0
764: Bush: month = Month.DECEMBER, name = hVxryXKEIX, GetQuotient = 0.0
765: Tree: age = 66911, name = hAIjNrZ, GetQuotient = 0.0
766: Flower: name = OKB, Type = Type.GARDEN, GetQuotient = 0.0
767: Tree: age = 87332, name = zpl, GetQuotient = 0.0
768: Bush: month = Month.SEPTEMBER, name = mhKnGgLIdmJQKEbyQ, GetQuotient = 0.0
769: Flower: name = vxfB, Type = Type.WILD, GetQuotient = 0.0
770: Bush: month = Month.AUGUST, name = llVTzqScfXYqsnX, GetQuotient = 0.0
771: Flower: name = OtykzyZj, Type = Type.HOUSE, GetQuotient = 0.0
772: Tree: age = 53878, name = ZjClLwB, GetQuotient = 0.0
773: Tree: age = 37978, name = BrTPMgwP, GetQuotient = 0.0
774: Tree: age = 35323, name = L, GetQuotient = 0.0
775: Tree: age = 95485, name = IQgSz, GetQuotient = 0.0
776: Flower: name = xcWyXVlLfL, Type = Type.WILD, GetQuotient = 0.0
777: Bush: month = Month.NOVEMBER, name = my, GetQuotient = 0.0
778: Bush: month = Month.NOVEMBER, name = FxpzcyqvsfAZ, GetQuotient = 0.0
779: Flower: name = T, Type = Type.HOUSE, GetQuotient = 0.0
780: Tree: age = 39518, name = tENSsVb, GetQuotient = 0.0
781: Flower: name = MhPxccWAbMNk, Type = Type.WILD, GetQuotient = 0.0
782: Tree: age = 91121, name = LUpbp, GetQuotient = 0.0
783: Bush: month = Month.SEPTEMBER, name = WqQOc, GetQuotient = 0.0
784: Flower: name = SGxWXQx, Type = Type.HOUSE, GetQuotient = 0.0
785: Bush: month = Month.FEBRUARY, name = P, GetQuotient = 0.0
786: Tree: age = 93173, name = yy, GetQuotient = 0.0
787: Bush: month = Month.MAY, name = IQdsKnDUHYGVNgN, GetQuotient = 0.0
788: Tree: age = 1797, name = XDvHMWywFkS, GetQuotient = 0.0
789: Bush: month = Month.SEPTEMBER, name = sVO, GetQuotient = 0.0
790: Tree: age = 16363, name = bKrbKgffsdMV, GetQuotient = 0.0
791: Flower: name = HGfRfHMb, Type = Type.GARDEN, GetQuotient = 0.0
792: Bush: month = Month.JANUARY, name = I, GetQuotient = 0.0
793: Bush: month = Month.FEBRUARY, name = rZBcFq, GetQuotient = 0.0
794: Tree: age = 73556, name = xBFwPBphXmdE, GetQuotient = 0.0
795: Tree: age = 36368, name = lZlUNTk, GetQuotient = 0.0
796: Flower: name = AbvtPyWNMdNbH, Type = Type.WILD, GetQuotient = 0.0
797: Bush: month = Month.OCTOBER, name = nlfPW, GetQuotient = 0.0
798: Tree: age = 68121, name = XznpXDJdT, GetQuotient = 0.0
799: Tree: age = 99631, name = PdJCf, GetQuotient = 0.0
800: Flower: name = AsXlIbMMgIQBNvlOSgfA, Type = Type.WILD, GetQuotient = 0.0
801: Flower: name = mkgVsLl, Type = Type.GARDEN, GetQuotient = 0.0
802: Bush: month = Month.DECEMBER, name = fHQP, GetQuotient = 0.0
803: Flower: name = qLDNgTQJPkcZsRMx, Type = Type.HOUSE, GetQuotient = 0.0
804: Flower: name = PPVQGsmpyWk, Type = Type.GARDEN, GetQuotient = 0.0
805: Flower: name = dB, Type = Type.WILD, GetQuotient = 0.0
806: Flower: name = PtrldfJQ, Type = Type.HOUSE, GetQuotient = 0.0
807: Bush: month = Month.SEPTEMBER, name = PT, GetQuotient = 0.0
808: Tree: age = 95063, name = wJd, GetQuotient = 0.0
809: Tree: age = 88682, name = WB, GetQuotient = 0.0
810: Bush: month = Month.FEBRUARY, name = vVF, GetQuotient = 0.0
811: Flower: name = I, Type = Type.GARDEN, GetQuotient = 0.0
812: Flower: name = Enqp, Type = Type.GARDEN, GetQuotient = 0.0
813: Flower: name = JLnvdzIHj, Type = Type.HOUSE, GetQuotient = 0.0
814: Bush: month = Month.NOVEMBER, name = wyh, GetQuotient = 0.0
815: Bush: month = Month.JULY, name = Hhp, GetQuotient = 0.0
816: Tree: age = 84669, name = H, GetQuotient = 0.0
817: Flower: name = XxhxgysfD, Type = Type.WILD, GetQuotient = 0.0
818: Flower: name = MqRv, Type = Type.HOUSE, GetQuotient = 0.0
819: Bush: month = Month.FEBRUARY, name = bFyDIwgWgVffXTAVZ, GetQuotient = 0.0
820: Flower: name = QPzwL, Type = Type.HOUSE, GetQuotient = 0.0
821: Flower: name = skXvRgsEvK, Type = Type.WILD, GetQuotient = 0.0
822: Flower: name = HPzncnfppfhbw, Type = Type.GARDEN, GetQuotient = 0.0
823: Bush: month = Month.JANUARY, name = ZtzhcgFyMT, GetQuotient = 0.0
824: Flower: name = gM, Type = Type.GARDEN, GetQuotient = 0.0
825: Flower: name = UDps, Type = Type.WILD, GetQuotient = 0.0
826: Tree: age = 89156, name = sLptmAdEMUSv, GetQuotient = 0.0
827: Flower: name = UzmqAxft, Type = Type.WILD, GetQuotient = 0.0
828: Tree: age = 93061, name = Oss, GetQuotient = 0.0
829: Flower: name = YfkIvncmG, Type = Type.GARDEN, GetQuotient = 0.0
830: Tree: age = 25180, name = LPkMdtTAjcbTqjY, GetQuotient = 0.0
831: Tree: age = 55477, name = wBgF, GetQuotient = 0.0
832: Bush: month = Month.FEBRUARY, name = kNDCGQB, GetQuotient = 0.0
833: Flower: name = WKzDt, Type = Type.GARDEN, GetQuotient = 0.0
834: Bush: month = Month.JANUARY, name = E, GetQuotient = 0.0
835: Tree: age = 97510, name = fRCTzRxXMZBGqdtHQINj, GetQuotient = 0.0
836: Bush: month = Month.MARCH, name = lnQBgtO, GetQuotient = 0.0
837: Tree: age = 74531, name = EI, GetQuotient = 0.0
838: Tree: age = 5994, name = TVXMDZcRqTmX, GetQuotient = 0.0
839: Bush: month = Month.APRIL, name = Rk, GetQuotient = 0.0
840: Bush: month = Month.OCTOBER, name = tVJ, GetQuotient = 0.0
841: Bush: month = Month.APRIL, name = yCCK, GetQuotient = 0.0
842: Bush: month = Month.MAY, name = VEfUAGCbLMzh, GetQuotient = 0.0
843: Bush: month = Month.JULY, name = ImEATXFIYzvyNnd, GetQuotient = 0.0
844: Flower: name = EbPrNXpmtvP, Type = Type.GARDEN, GetQuotient = 0.0
845: Flower: name = pFq, Type = Type.GARDEN, GetQuotient = 0.0
846: Flower: name = ZUxtPqyJczBQrw, Type = Type.GARDEN, GetQuotient = 0.0
847: Flower: name = KcMctfrSA, Type = Type.HOUSE, GetQuotient = 0.0
848: Tree: age = 80307, name = drKglUG, GetQuotient = 0.0
849: Tree: age = 14532, name = SSc, GetQuotient = 0.0
850: Flower: name = vhXb, Type = Type.WILD, GetQuotient = 0.0
851: Tree: age = 55109, name = kFDBjlPp, GetQuotient = 0.0
852: Tree: age = 29978, name = dyBBKcRqclfb, GetQuotient = 0.0
853: Flower: name = yMIYJsDfO, Type = Type.GARDEN, GetQuotient = 0.0
854: Flower: name = OGYEIkWU, Type = Type.HOUSE, GetQuotient = 0.0
855: Tree: age = 64502, name = Drnd, GetQuotient = 0.0
856: Bush: month = Month.AUGUST, name = tYJcYZPygrUbQyrRhMdM, GetQuotient = 0.0
857: Bush: month = Month.JULY, name = hYYvFFSwP, GetQuotient = 0.0
858: Tree: age = 7628, name = tGMyOFB, GetQuotient = 0.0
859: Bush: month = Month.SEPTEMBER, name = xNlMrTWwCxU, GetQuotient = 0.0
860: Tree: age = 92800, name = gpAAJtSnnKBwkIP, GetQuotient = 0.0
861: Bush: month = Month.SEPTEMBER, name = nMkpY, GetQuotient = 0.0
862: Tree: age = 98184, name = YCqE, GetQuotient = 0.0
863: Flower: name = D, Type = Type.WILD, GetQuotient = 0.0
864: Flower: name = s, Type = Type.GARDEN, GetQuotient = 0.0
865: Flower: name = QLQxnXPkNHrn, Type = Type.GARDEN, GetQuotient = 0.0
866: Flower: name = kGSc, Type = Type.HOUSE, GetQuotient = 0.0
867: Bush: month = Month.OCTOBER, name = BDKPzLL, GetQuotient = 0.0
868: Bush: month = Month.JUNE, name = Hn, GetQuotient = 0.0
869: Tree: age = 1696, name = svhywvGbQqMBf, GetQuotient = 0.0
870: Bush: month = Month.NOVEMBER, name = VNCJOjnvq, GetQuotient = 0.0
871: Flower: name = GrJqlHKbAlTMICELpms, Type = Type.HOUSE, GetQuotient = 0.0
872: Flower: name = SGpzAdZwJ, Type = Type.GARDEN, GetQuotient = 0.0
873: Bush: month = Month.JULY, name = lryrzUDSYVGBDCZLM, GetQuotient = 0.0
874: Bush: month = Month.MAY, name = jlb, GetQuotient = 0.0
875: Tree: age = 82852, name = bPv, GetQuotient = 0.0
876: Flower: name = Z, Type = Type.GARDEN, GetQuotient = 0.0
877: Tree: age = 79591, name = lnKrgrWkrgghBVR, GetQuotient = 0.0
878: Tree: age = 96783, name = Eh, GetQuotient = 0.0
879: Tree: age = 80540, name = lHGNkNf, GetQuotient = 0.0
880: Tree: age = 69726, name = EJVQBVlxGTAfLnCh, GetQuotient = 0.0
881: Bush: month = Month.SEPTEMBER, name = KSKNkCHbJDY, GetQuotient = 0.0
882: Tree: age = 6730, name = R, GetQuotient = 0.0
883: Tree: age = 66148, name = CQFAgRTQ, GetQuotient = 0.0
884: Flower: name = bAdfccgXbPrfB, Type = Type.WILD, GetQuotient = 0.0
885: Flower: name = BCbvLHzbnA, Type = Type.HOUSE, GetQuotient = 0.0
886: Tree: age = 41012, name = GEcGNdUMpAz, GetQuotient = 0.0
887: Flower: name = xIFnTmGcY, Type = Type.GARDEN, GetQuotient = 0.0
888: Flower: name = G, Type = Type.WILD, GetQuotient = 0.0
889: Flower: name = PsQjzhqmN, Type = Type.WILD, GetQuotient = 0.0
890: Flower: name = IBkYwVynF, Type = Type.GARDEN, GetQuotient = 0.0
891: Flower: name = sdrvVkCth, Type = Type.HOUSE, GetQuotient = 0.0
892: Tree: age = 88084, name = FMxvwFvxKcz, GetQuotient = 0.0
893: Flower: name = gmDTDO, Type = Type.HOUSE, GetQuotient = 0.0
894: Tree: age = 867, name = cQmJ, GetQuotient = 0.0
895: Flower: name = xSFKEVBgqwGUwyTFbz, Type = Type.WILD, GetQuotient = 0.0
896: Tree: age = 58064, name = bbE, GetQuotient = 0.0
897: Flower: name = fdYsEMhj, Type = Type.HOUSE, GetQuotient = 0.0
898: Tree: age = 72691, name = OfTnN, GetQuotient = 0.0
899: Flower: name = gZLJURkbNCxNdZSE, Type = Type.GARDEN, GetQuotient = 0.0
900: Flower: name = AZDTKs, Type = Type.WILD, GetQuotient = 0.0
901: Bush: month = Month.DECEMBER, name = GsFd, GetQuotient = 0.0
902: Bush: month = Month.JUNE, name = CQTQIfEBZlLEVp, GetQuotient = 0.0
903: Tree: age = 73075, name = QB, GetQuotient = 0.0
904: Tree: age = 11776, name = K, GetQuotient = 0.0
905: Flower: name = sEp, Type = Type.HOUSE, GetQuotient = 0.0
906: Flower: name = bylbH, Type = Type.WILD, GetQuotient = 0.0
907: Bush: month = Month.JANUARY, name = ntRhkxfsOS, GetQuotient = 0.0
908: Tree: age = 26073, name = dgSlEMkIVZsE, GetQuotient = 0.0
909: Bush: month = Month.AUGUST, name = TNNAU, GetQuotient = 0.0
910: Tree: age = 15483, name = gWSSq, GetQuotient = 0.0
911: Flower: name = PEcBl, Type = Type.GARDEN, GetQuotient = 0.0
912: Tree: age = 27781, name = GvbdJ, GetQuotient = 0.0
913: Flower: name = fnA, Type = Type.WILD, GetQuotient = 0.0
914: Flower: name = YCIyKmNhAmSnzX, Type = Type.HOUSE, GetQuotient = 0.0
915: Tree: age = 66705, name = EzQNB, GetQuotient = 0.0
916: Bush: month = Month.MARCH, name = HEByLdRpH, GetQuotient = 0.0
917: Tree: age = 76112, name = dH, GetQuotient = 0.0
918: Bush: month = Month.MAY, name = gAg, GetQuotient = 0.0
919: Flower: name = ptbnFhkkBQVTsLUyYTJC, Type = Type.HOUSE, GetQuotient = 0.0
920: Bush: month = Month.MARCH, name = RBIEW, GetQuotient = 0.0
921: Bush: month = Month.SEPTEMBER, name = VlH, GetQuotient = 0.0
922: Tree: age = 57187, name = HfksKW, GetQuotient = 0.0
923: Tree: age = 77927, name = dKyLPUs, GetQuotient = 0.0
924: Flower: name = xytVBRIEHTnS, Type = Type.HOUSE, GetQuotient = 0.0
925: Flower: name = GhJyOOArIZLUmDjg, Type = Type.WILD, GetQuotient = 0.0
926: Flower: name = VcFQs, Type = Type.GARDEN, GetQuotient = 0.0
927: Bush: month = Month.MARCH, name = vWYqXBfjKZhCxrYQg, GetQuotient = 0.0
928: Flower: name = nk, Type = Type.HOUSE, GetQuotient = 0.0
929: Flower: name = ydQm, Type = Type.HOUSE, GetQuotient = 0.0
930: Bush: month = Month.OCTOBER, name = slM, GetQuotient = 0.0
931: Bush: month = Month.AUGUST, name = xB, GetQuotient = 0.0
932: Flower: name = pmBLlhW, Type = Type.GARDEN, GetQuotient = 0.0
933: Bush: month = Month.JULY, name = Nvq, GetQuotient = 0.0
934: Tree: age = 74783, name = Lp, GetQuotient = 0.0
935: Bush: month = Month.MARCH, name = R, GetQuotient = 0.0
936: Flower: name = zVMUfV, Type = Type.GARDEN, GetQuotient = 0.0
937: Tree: age = 68476, name = StJHJNrVxAVNwZV, GetQuotient = 0.0
938: Bush: month = Month.MARCH, name = vD, GetQuotient = 0.0
939: Flower: name = BpBPCROw, Type = Type.WILD, GetQuotient = 0.0
940: Tree: age = 67929, name = q, GetQuotient = 0.0
941: Flower: name = HdmlKvWl, Type = Type.WILD, GetQuotient = 0.0
942: Flower: name = FIqvXxdzLgl, Type = Type.WILD, GetQuotient = 0.0
943: Tree: age = 21915, name = HMsvFlhfkQ, GetQuotient = 0.0
944: Tree: age = 83421, name = GCHkMpBCKTCId, GetQuotient = 0.0
945: Tree: age = 75413, name = bC, GetQuotient = 0.0
946: Bush: month = Month.MARCH, name = vAvyXmRMP, GetQuotient = 0.0
947: Tree: age = 67079, name = PxhEEkRg, GetQuotient = 0.0
948: Tree: age = 33883, name = AdnOdfrgn, GetQuotient = 0.0
949: Bush: month = Month.SEPTEMBER, name = SNCtcS, GetQuotient = 0.0
950: Tree: age = 24572, name = XCWM, GetQuotient = 0.0
951: Flower: name = wt, Type = Type.GARDEN, GetQuotient = 0.0
952: Tree: age = 86510, name = PcjZrKvY, GetQuotient = 0.0
953: Bush: month = Month.JANUARY, name = vbRhDFBVmGtD, GetQuotient = 0.0
954: Tree: age = 71502, name = kGh, GetQuotient = 0.0
955: Tree: age = 40032, name = KGbRB, GetQuotient = 0.0
956: Bush: month = Month.JULY, name = wwBhAPDRtBcAIk, GetQuotient = 0.0
957: Bush: month = Month.JUNE, name = xDYgPVb, GetQuotient = 0.0
958: Flower: name = SC, Type = Type.WILD, GetQuotient = 0.0
959: Tree: age = 74983, name = F, GetQuotient = 0.0
960: Tree: age = 23560, name = byx, GetQuotient = 0.0
961: Bush: month = Month.JANUARY, name = hJAFjslEmGM, GetQuotient = 0.0
962: Tree: age = 70439, name = GmtkAT, GetQuotient = 0.0
963: Bush: month = Month.OCTOBER, name = lRPTkPmJRCqOfg, GetQuotient = 0.0
964: Tree: age = 72324, name = cbbvIMbjbqGwXzktq, GetQuotient = 0.0
965: Flower: name = hnAXhvHqVNqqlI, Type = Type.WILD, GetQuotient = 0.0
966: Bush: month = Month.JULY, name = XRDdk, GetQuotient = 0.0
967: Flower: name = OktwtKtx, Type = Type.HOUSE, GetQuotient = 0.0
968: Tree: age = 73562, name = pfSEL, GetQuotient = 0.0
969: Tree: age = 94601, name = KECKzSfTvshxvCNFPlwn, GetQuotient = 0.0
970: Tree: age = 70896, name = UhSQvQYpvbyx, GetQuotient = 0.0
971: Tree: age = 35951, name = rFpdSyYX, GetQuotient = 0.0
972: Tree: age = 34377, name = mS, GetQuotient = 0.0
973: Flower: name = rEZHXC, Type = Type.GARDEN, GetQuotient = 0.0
974: Tree: age = 31416, name = QgVBMgrTFbd, GetQuotient = 0.0
975: Tree: age = 28401, name = QdvcWXFZMDzJpJADJq, GetQuotient = 0.0
976: Tree: age = 63432, name = yLZgzT, GetQuotient = 0.0
977: Flower: name = IxO, Type = Type.WILD, GetQuotient = 0.0
978: Flower: name = KwLdjQ, Type = Type.HOUSE, GetQuotient = 0.0
979: Tree: age = 25407, name = XpEwJyhrqXFn, GetQuotient = 0.0
980: Tree: age = 70614, name = PH, GetQuotient = 0.0
